 NumberOfPoints 		40
 Units 	 mm 	
 Z 	 RInner 	 ROuter 
0	0	0
0.149999999999977	0	6.53479150394203
0.249999999999972	5.29055762656435	8.43489774686043
0.549999999999983	10.5754432531219	12.5043792328926
1.14999999999998	16.70329308849	18.062211935419
1.536	19.6509288330095	20.8603677819927
3.072	28.4538559074163	29.4209329559754
4.608	35.0480560944542	35.9347889377411
6.14400000000001	40.5264353724826	41.3800462058708
7.68000000000001	45.2956852249749	46.1366318666632
9.21600000000001	49.5609487802646	50.3999085713456
10.752	53.4430313137271	54.2862245509853
12.288	57.0202504028175	57.8715731253264
13.824	60.3468451868033	61.2088652402575
15.36	63.4622399541649	64.3367142462219
16.896	66.396170702835	67.2843356510266
18.432	69.1717317695604	70.0744764946554
19.968	71.807289852772	72.7252644959096
21.504	74.3177413811804	75.2514275213435
23.04	76.7153693858018	77.6651273094946
24.576	79.0104456638489	79.9765469622189
26.112	81.2116651473174	82.1943157158694
27.648	83.3264663597348	84.3258229488453
29.184	85.3612725069162	86.3774548363172
30.72	87.32961962777	88.3830559371981
32.256	89.3559051514495	90.480400108059
33.792	91.492587546534	92.6976497514282
35.328	93.7522463381871	95.0495864379813
36.864	96.1503604468889	97.5546794012045
38.4	98.7063456556273	100.236526912936
39.936	101.445127124047	103.126118416763
41.472	104.39962947519	106.265574491836
43.008	107.614939990605	109.714752851575
44.544	111.155769540381	113.563979180601
46.08	115.121115614172	117.961734785706
47.616	119.677066105009	123.186870559484
49.152	125.146318743494	129.906995953678
50.6880000000001	132.358797319911	141.380986710023
50.971	134.055488875478	150
52.2240000000001	150	150
		    
		    
		    
		    
		    
		    
