Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.16  released 5-9-2005  

Program file: C:\LANL\SF7.EXE
SF.INI file: C:\LANL\SF.INI  7-08-2005   9:09:06
Solution file PAR.T35.
Memory used for PAR.T35 arrays:       4.179 M
Reading keyword commands and data from file:
PAR.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (-21.001,0.0)
(Zmax,Rmax) = (23.81233,60.8499985)
Z and R increments:    94   122

      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
  -12.8965       20.9484      8.485887E-01 -5.939339E-02  8.506646E-01  1.100073E+03
  -12.4197       20.9484      8.523708E-01 -5.369040E-02  8.540601E-01  1.103085E+03
  -11.9430       20.9484      8.557638E-01 -4.853434E-02  8.571390E-01  1.105807E+03
  -11.4662       20.9484      8.587984E-01 -4.385678E-02  8.599175E-01  1.108268E+03
  -10.9895       20.9484      8.615387E-01 -3.957135E-02  8.624470E-01  1.110490E+03
  -10.5128       20.9484      8.640255E-01 -3.563933E-02  8.647602E-01  1.112493E+03
  -10.0360       20.9484      8.662741E-01 -3.200348E-02  8.668651E-01  1.114295E+03
  -9.55930       20.9484      8.683182E-01 -2.861876E-02  8.687897E-01  1.115909E+03
  -9.08256       20.9484      8.701811E-01 -2.546631E-02  8.705536E-01  1.117350E+03
  -8.60582       20.9484      8.718714E-01 -2.249955E-02  8.721617E-01  1.118628E+03
  -8.12909       20.9484      8.734121E-01 -1.969929E-02  8.736342E-01  1.119752E+03
  -7.65235       20.9484      8.748083E-01 -1.704389E-02  8.749743E-01  1.120731E+03
  -7.17561       20.9484      8.760748E-01 -1.450878E-02  8.761949E-01  1.121571E+03
  -6.69887       20.9484      8.772230E-01 -1.208260E-02  8.773062E-01  1.122280E+03
  -6.22214       20.9484      8.782569E-01 -9.745951E-03  8.783110E-01  1.122861E+03
  -5.74540       20.9484      8.791876E-01 -7.485331E-03  8.792194E-01  1.123320E+03
  -5.26866       20.9484      8.800184E-01 -5.291920E-03  8.800343E-01  1.123660E+03
  -4.79192       20.9484      8.807569E-01 -3.151359E-03  8.807626E-01  1.123886E+03
  -4.31519       20.9484      8.814091E-01 -1.055611E-03  8.814097E-01  1.123997E+03
  -3.83845       20.9484      8.819778E-01  1.003966E-03  8.819783E-01  1.123999E+03
  -3.36171       20.9484      8.824679E-01  3.036460E-03  8.824731E-01  1.123891E+03
  -2.88497       20.9484      8.828846E-01  5.048289E-03  8.828991E-01  1.123676E+03
  -2.40824       20.9484      8.832294E-01  7.046634E-03  8.832575E-01  1.123353E+03
  -1.93150       20.9484      8.835062E-01  9.038366E-03  8.835525E-01  1.122924E+03
  -1.45476       20.9484      8.837185E-01  1.102864E-02  8.837873E-01  1.122390E+03
 -0.978023       20.9484      8.838678E-01  1.302355E-02  8.839638E-01  1.121749E+03
 -0.501285       20.9484      8.839576E-01  1.502941E-02  8.840854E-01  1.121001E+03
 -2.454766E-02   20.9484      8.839896E-01  1.705043E-02  8.841540E-01  1.120146E+03
  0.452190       20.9484      8.839649E-01  1.909179E-02  8.841711E-01  1.119183E+03
  0.928927       20.9484      8.838870E-01  2.116103E-02  8.841402E-01  1.118111E+03
   1.40567       20.9484      8.837563E-01  2.326042E-02  8.840624E-01  1.116927E+03
   1.88240       20.9484      8.835736E-01  2.539718E-02  8.839385E-01  1.115630E+03
   2.35914       20.9484      8.833430E-01  2.757638E-02  8.837733E-01  1.114219E+03
   2.83588       20.9484      8.830628E-01  2.980234E-02  8.835655E-01  1.112690E+03
   3.31262       20.9484      8.827350E-01  3.208414E-02  8.833178E-01  1.111041E+03
   3.78935       20.9484      8.823612E-01  3.442518E-02  8.830325E-01  1.109268E+03
   4.26609       20.9484      8.819400E-01  3.683134E-02  8.827087E-01  1.107370E+03
   4.74283       20.9484      8.814744E-01  3.931574E-02  8.823507E-01  1.105341E+03
   5.21957       20.9484      8.809630E-01  4.187908E-02  8.819578E-01  1.103177E+03
   5.69630       20.9484      8.804040E-01  4.453368E-02  8.815296E-01  1.100874E+03
   6.17304       20.9484      8.798024E-01  4.728885E-02  8.810723E-01  1.098428E+03
   6.64978       20.9484      8.791517E-01  5.015138E-02  8.805810E-01  1.095831E+03
   7.12652       20.9484      8.784524E-01  5.313920E-02  8.800582E-01  1.093079E+03
   7.60325       20.9484      8.777050E-01  5.626010E-02  8.795063E-01  1.090164E+03
   8.07999       20.9484      8.769024E-01  5.952630E-02  8.789205E-01  1.087079E+03
   8.55673       20.9484      8.760446E-01  6.296658E-02  8.783046E-01  1.083815E+03
   9.03347       20.9484      8.751258E-01  6.658618E-02  8.776553E-01  1.080363E+03
   9.51020       20.9484      8.741349E-01  7.041294E-02  8.769662E-01  1.076713E+03
   9.98694       20.9484      8.730731E-01  7.447546E-02  8.762438E-01  1.072852E+03
   10.4637       20.9484      8.719212E-01  7.879335E-02  8.754742E-01  1.068769E+03
   10.9404       20.9484      8.706627E-01  8.341368E-02  8.746493E-01  1.064447E+03
   11.4172       20.9484      8.692869E-01  8.837071E-02  8.737672E-01  1.059871E+03
   11.8939       20.9484      8.677609E-01  9.370376E-02  8.728055E-01  1.055020E+03
   12.3706       20.9484      8.660457E-01  9.949734E-02  8.717425E-01  1.049873E+03
   12.8474       20.9484      8.641079E-01  1.057950E-01  8.705602E-01  1.044404E+03
   13.3241       20.9484      8.618659E-01  1.126816E-01  8.692007E-01  1.038584E+03
   13.8008       20.9484      8.592573E-01  1.202862E-01  8.676358E-01  1.032378E+03
   14.2776       20.9484      8.561598E-01  1.286915E-01  8.657777E-01  1.025746E+03
   14.7543       20.9484      8.523879E-01  1.380645E-01  8.634969E-01  1.018641E+03
   15.2311       20.9484      8.477592E-01  1.485951E-01  8.606836E-01  1.011007E+03
   15.7078       20.9484      8.419708E-01  1.604417E-01  8.571210E-01  1.002776E+03
   16.1845       20.9484      8.345021E-01  1.738984E-01  8.524285E-01  9.938727E+02
   16.6613       20.9484      8.248602E-01  1.892175E-01  8.462846E-01  9.842037E+02
   17.1380       20.9484      8.121210E-01  2.065729E-01  8.379815E-01  9.736631E+02
   17.6147       20.9484      7.950046E-01  2.264854E-01  8.266366E-01  9.621305E+02
   18.0915       20.9484      7.719267E-01  2.489836E-01  8.110880E-01  9.494710E+02
   18.5682       20.9484      7.400736E-01  2.739515E-01  7.891504E-01  9.355427E+02
   19.0450       20.9484      6.957051E-01  3.019635E-01  7.584112E-01  9.202034E+02
   19.5217       20.9484      6.331178E-01  3.332772E-01  7.154801E-01  9.032997E+02
   19.9984       20.9484      5.341032E-01  3.733764E-01  6.516718E-01  8.847099E+02
   20.4752       20.9484      3.369986E-01  3.761431E-01  5.050265E-01  8.628926E+02
   20.9519       20.9484      7.826133E-02  7.255492E-02  1.067195E-01  8.497116E+02
   21.4286       20.9484      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.9054       20.9484      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.3821       20.9484      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.8589       20.9484      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.3356       20.9484      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.8123       20.9484      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -21.0010       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.5243       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.0475       21.4471      5.326307E-01 -4.193637E-01  6.779096E-01  9.830750E+02
  -19.5708       21.4471      6.085434E-01 -3.571048E-01  7.055841E-01  1.003728E+03
  -19.0940       21.4471      6.674092E-01 -3.054387E-01  7.339808E-01  1.021358E+03
  -18.6173       21.4471      7.110386E-01 -2.631349E-01  7.581661E-01  1.036481E+03
  -18.1406       21.4471      7.424724E-01 -2.274575E-01  7.765321E-01  1.049527E+03
  -17.6638       21.4471      7.658761E-01 -1.974529E-01  7.909196E-01  1.060831E+03
  -17.1871       21.4471      7.835562E-01 -1.725538E-01  8.023311E-01  1.070677E+03
  -16.7104       21.4471      7.970449E-01 -1.514098E-01  8.112986E-01  1.079295E+03
  -16.2336       21.4471      8.077862E-01 -1.335788E-01  8.187563E-01  1.086879E+03
  -15.7569       21.4471      8.163170E-01 -1.184202E-01  8.248617E-01  1.093585E+03
  -15.2801       21.4471      8.233728E-01 -1.053952E-01  8.300909E-01  1.099542E+03
  -14.8034       21.4471      8.293599E-01 -9.422316E-02  8.346950E-01  1.104855E+03
  -14.3267       21.4471      8.344337E-01 -8.448868E-02  8.387002E-01  1.109613E+03
  -13.8499       21.4471      8.388923E-01 -7.595986E-02  8.423243E-01  1.113884E+03
  -13.3732       21.4471      8.427752E-01 -6.846219E-02  8.455514E-01  1.117730E+03
  -12.8965       21.4471      8.462346E-01 -6.178310E-02  8.484870E-01  1.121197E+03
  -12.4197       21.4471      8.493636E-01 -5.582107E-02  8.511960E-01  1.124329E+03
  -11.9430       21.4471      8.521643E-01 -5.045366E-02  8.536566E-01  1.127159E+03
  -11.4662       21.4471      8.547071E-01 -4.557894E-02  8.559215E-01  1.129717E+03
  -10.9895       21.4471      8.570390E-01 -4.115128E-02  8.580264E-01  1.132027E+03
  -10.5128       21.4471      8.591530E-01 -3.708125E-02  8.599528E-01  1.134110E+03
  -10.0360       21.4471      8.610996E-01 -3.332587E-02  8.617443E-01  1.135986E+03
  -9.55930       21.4471      8.628708E-01 -2.984637E-02  8.633869E-01  1.137668E+03
  -9.08256       21.4471      8.644945E-01 -2.659444E-02  8.649035E-01  1.139172E+03
  -8.60582       21.4471      8.659895E-01 -2.354849E-02  8.663096E-01  1.140507E+03
  -8.12909       21.4471      8.673506E-01 -2.067538E-02  8.675970E-01  1.141685E+03
  -7.65235       21.4471      8.686010E-01 -1.794952E-02  8.687864E-01  1.142714E+03
  -7.17561       21.4471      8.697365E-01 -1.535817E-02  8.698721E-01  1.143601E+03
  -6.69887       21.4471      8.707705E-01 -1.287537E-02  8.708657E-01  1.144354E+03
  -6.22214       21.4471      8.717125E-01 -1.048837E-02  8.717756E-01  1.144976E+03
  -5.74540       21.4471      8.725607E-01 -8.184372E-03  8.725991E-01  1.145473E+03
  -5.26866       21.4471      8.733233E-01 -5.947950E-03  8.733435E-01  1.145849E+03
  -4.79192       21.4471      8.740086E-01 -3.770752E-03  8.740167E-01  1.146108E+03
  -4.31519       21.4471      8.746146E-01 -1.641605E-03  8.746162E-01  1.146252E+03
  -3.83845       21.4471      8.751493E-01  4.496677E-04  8.751494E-01  1.146284E+03
  -3.36171       21.4471      8.756139E-01  2.508372E-03  8.756175E-01  1.146205E+03
  -2.88497       21.4471      8.760117E-01  4.544370E-03  8.760235E-01  1.146017E+03
  -2.40824       21.4471      8.763477E-01  6.564857E-03  8.763722E-01  1.145721E+03
  -1.93150       21.4471      8.766222E-01  8.574496E-03  8.766641E-01  1.145318E+03
  -1.45476       21.4471      8.768384E-01  1.058047E-02  8.769022E-01  1.144807E+03
 -0.978023       21.4471      8.770003E-01  1.258994E-02  8.770907E-01  1.144190E+03
 -0.501285       21.4471      8.771078E-01  1.460582E-02  8.772294E-01  1.143465E+03
 -2.454766E-02   21.4471      8.771636E-01  1.663620E-02  8.773213E-01  1.142632E+03
  0.452190       21.4471      8.771710E-01  1.868407E-02  8.773700E-01  1.141691E+03
  0.928927       21.4471      8.771297E-01  2.075510E-02  8.773752E-01  1.140640E+03
   1.40567       21.4471      8.770425E-01  2.285740E-02  8.773403E-01  1.139478E+03
   1.88240       21.4471      8.769116E-01  2.499242E-02  8.772677E-01  1.138203E+03
   2.35914       21.4471      8.767369E-01  2.716624E-02  8.771577E-01  1.136813E+03
   2.83588       21.4471      8.765210E-01  2.938952E-02  8.770136E-01  1.135306E+03
   3.31262       21.4471      8.762651E-01  3.166117E-02  8.768369E-01  1.133679E+03
   3.78935       21.4471      8.759683E-01  3.399268E-02  8.766276E-01  1.131930E+03
   4.26609       21.4471      8.756370E-01  3.638772E-02  8.763928E-01  1.130054E+03
   4.74283       21.4471      8.752671E-01  3.885263E-02  8.761290E-01  1.128049E+03
   5.21957       21.4471      8.748603E-01  4.140127E-02  8.758394E-01  1.125911E+03
   5.69630       21.4471      8.744206E-01  4.403511E-02  8.755287E-01  1.123634E+03
   6.17304       21.4471      8.739446E-01  4.676381E-02  8.751949E-01  1.121215E+03
   6.64978       21.4471      8.734346E-01  4.960808E-02  8.748422E-01  1.118647E+03
   7.12652       21.4471      8.728917E-01  5.256608E-02  8.744730E-01  1.115924E+03
   7.60325       21.4471      8.723100E-01  5.565994E-02  8.740839E-01  1.113041E+03
   8.07999       21.4471      8.717001E-01  5.890115E-02  8.736878E-01  1.109989E+03
   8.55673       21.4471      8.710515E-01  6.230325E-02  8.732768E-01  1.106759E+03
   9.03347       21.4471      8.703608E-01  6.589744E-02  8.728519E-01  1.103343E+03
   9.51020       21.4471      8.696349E-01  6.969526E-02  8.724233E-01  1.099730E+03
   9.98694       21.4471      8.688614E-01  7.372141E-02  8.719833E-01  1.095909E+03
   10.4637       21.4471      8.680325E-01  7.802848E-02  8.715325E-01  1.091866E+03
   10.9404       21.4471      8.671504E-01  8.262860E-02  8.710783E-01  1.087586E+03
   11.4172       21.4471      8.661834E-01  8.757882E-02  8.705997E-01  1.083051E+03
   11.8939       21.4471      8.651451E-01  9.293681E-02  8.701225E-01  1.078242E+03
   12.3706       21.4471      8.639945E-01  9.875176E-02  8.696197E-01  1.073136E+03
   12.8474       21.4471      8.626857E-01  1.051255E-01  8.690673E-01  1.067705E+03
   13.3241       21.4471      8.612137E-01  1.121465E-01  8.684848E-01  1.061918E+03
   13.8008       21.4471      8.594987E-01  1.199186E-01  8.678239E-01  1.055736E+03
   14.2776       21.4471      8.574220E-01  1.286437E-01  8.670189E-01  1.049116E+03
   14.7543       21.4471      8.549298E-01  1.384725E-01  8.660714E-01  1.042003E+03
   15.2311       21.4471      8.517628E-01  1.496275E-01  8.648053E-01  1.034331E+03
   15.7078       21.4471      8.477612E-01  1.625139E-01  8.631975E-01  1.026019E+03
   16.1845       21.4471      8.425326E-01  1.774116E-01  8.610087E-01  1.016970E+03
   16.6613       21.4471      8.354063E-01  1.948019E-01  8.578178E-01  1.007062E+03
   17.1380       21.4471      8.257768E-01  2.154234E-01  8.534135E-01  9.961439E+02
   17.6147       21.4471      8.124805E-01  2.398354E-01  8.471396E-01  9.840305E+02
   18.0915       21.4471      7.933785E-01  2.689105E-01  8.377125E-01  9.704945E+02
   18.5682       21.4471      7.665829E-01  3.040277E-01  8.246710E-01  9.552554E+02
   19.0450       21.4471      7.280842E-01  3.456106E-01  8.059486E-01  9.379671E+02
   19.5217       21.4471      6.738324E-01  3.978356E-01  7.825109E-01  9.181924E+02
   19.9984       21.4471      6.022731E-01  4.618238E-01  7.589560E-01  8.953355E+02
   20.4752       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.9519       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4286       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.9054       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.3821       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.8589       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.3356       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.8123       21.4471      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -21.0010       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.5243       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.0475       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.5708       21.9459      6.689001E-01 -4.115956E-01  7.853905E-01  1.016068E+03
  -19.0940       21.9459      7.160255E-01 -3.456706E-01  7.950979E-01  1.036220E+03
  -18.6173       21.9459      7.486078E-01 -2.906950E-01  8.030674E-01  1.053120E+03
  -18.1406       21.9459      7.722582E-01 -2.466206E-01  8.106815E-01  1.067395E+03
  -17.6638       21.9459      7.885989E-01 -2.110379E-01  8.163487E-01  1.079557E+03
  -17.1871       21.9459      8.006435E-01 -1.820116E-01  8.210714E-01  1.090006E+03
  -16.7104       21.9459      8.099528E-01 -1.583978E-01  8.252960E-01  1.099058E+03
  -16.2336       21.9459      8.170088E-01 -1.388240E-01  8.287192E-01  1.106962E+03
  -15.7569       21.9459      8.228660E-01 -1.224388E-01  8.319254E-01  1.113913E+03
  -15.2801       21.9459      8.276061E-01 -1.086847E-01  8.347120E-01  1.120063E+03
  -14.8034       21.9459      8.316744E-01 -9.690558E-02  8.373010E-01  1.125534E+03
  -14.3267       21.9459      8.353133E-01 -8.676923E-02  8.398079E-01  1.130422E+03
  -13.8499       21.9459      8.384783E-01 -7.796449E-02  8.420952E-01  1.134808E+03
  -13.3732       21.9459      8.413323E-01 -7.021288E-02  8.442570E-01  1.138752E+03
  -12.8965       21.9459      8.439778E-01 -6.337838E-02  8.463542E-01  1.142309E+03
  -12.4197       21.9459      8.463564E-01 -5.727207E-02  8.482920E-01  1.145521E+03
  -11.9430       21.9459      8.485775E-01 -5.177842E-02  8.501557E-01  1.148425E+03
  -11.4662       21.9459      8.506002E-01 -4.682229E-02  8.518879E-01  1.151051E+03
  -10.9895       21.9459      8.524712E-01 -4.229734E-02  8.535199E-01  1.153424E+03
  -10.5128       21.9459      8.542264E-01 -3.815432E-02  8.550780E-01  1.155567E+03
  -10.0360       21.9459      8.558336E-01 -3.433567E-02  8.565221E-01  1.157497E+03
  -9.55930       21.9459      8.573350E-01 -3.079630E-02  8.578879E-01  1.159232E+03
  -9.08256       21.9459      8.587176E-01 -2.748709E-02  8.591574E-01  1.160784E+03
  -8.60582       21.9459      8.599939E-01 -2.438830E-02  8.603397E-01  1.162166E+03
  -8.12909       21.9459      8.611831E-01 -2.146624E-02  8.614506E-01  1.163387E+03
  -7.65235       21.9459      8.622705E-01 -1.870187E-02  8.624733E-01  1.164457E+03
  -7.17561       21.9459      8.632697E-01 -1.606704E-02  8.634193E-01  1.165383E+03
  -6.69887       21.9459      8.641943E-01 -1.354832E-02  8.643005E-01  1.166172E+03
  -6.22214       21.9459      8.650326E-01 -1.112857E-02  8.651042E-01  1.166830E+03
  -5.74540       21.9459      8.658001E-01 -8.790502E-03  8.658447E-01  1.167360E+03
  -5.26866       21.9459      8.664922E-01 -6.528137E-03  8.665168E-01  1.167768E+03
  -4.79192       21.9459      8.671147E-01 -4.324823E-03  8.671255E-01  1.168057E+03
  -4.31519       21.9459      8.676755E-01 -2.170962E-03  8.676782E-01  1.168230E+03
  -3.83845       21.9459      8.681707E-01 -6.051320E-05  8.681707E-01  1.168290E+03
  -3.36171       21.9459      8.686049E-01  2.017471E-03  8.686073E-01  1.168237E+03
  -2.88497       21.9459      8.689845E-01  4.070792E-03  8.689940E-01  1.168075E+03
  -2.40824       21.9459      8.693069E-01  6.104062E-03  8.693283E-01  1.167804E+03
  -1.93150       21.9459      8.695766E-01  8.127333E-03  8.696145E-01  1.167424E+03
  -1.45476       21.9459      8.697958E-01  1.014251E-02  8.698549E-01  1.166938E+03
 -0.978023       21.9459      8.699651E-01  1.215756E-02  8.700500E-01  1.166343E+03
 -0.501285       21.9459      8.700886E-01  1.418048E-02  8.702042E-01  1.165641E+03
 -2.454766E-02   21.9459      8.701671E-01  1.621201E-02  8.703181E-01  1.164832E+03
  0.452190       21.9459      8.702049E-01  1.826100E-02  8.703965E-01  1.163913E+03
  0.928927       21.9459      8.701956E-01  2.033135E-02  8.704331E-01  1.162884E+03
   1.40567       21.9459      8.701499E-01  2.242691E-02  8.704388E-01  1.161745E+03
   1.88240       21.9459      8.700647E-01  2.455729E-02  8.704112E-01  1.160493E+03
   2.35914       21.9459      8.699458E-01  2.672280E-02  8.703562E-01  1.159127E+03
   2.83588       21.9459      8.697912E-01  2.893015E-02  8.702722E-01  1.157643E+03
   3.31262       21.9459      8.696028E-01  3.119081E-02  8.701620E-01  1.156042E+03
   3.78935       21.9459      8.693851E-01  3.350286E-02  8.700304E-01  1.154318E+03
   4.26609       21.9459      8.691401E-01  3.587925E-02  8.698803E-01  1.152469E+03
   4.74283       21.9459      8.688592E-01  3.832251E-02  8.697039E-01  1.150492E+03
   5.21957       21.9459      8.685573E-01  4.084061E-02  8.695169E-01  1.148382E+03
   5.69630       21.9459      8.682262E-01  4.344805E-02  8.693126E-01  1.146136E+03
   6.17304       21.9459      8.678783E-01  4.614668E-02  8.691042E-01  1.143749E+03
   6.64978       21.9459      8.675066E-01  4.894708E-02  8.688864E-01  1.141215E+03
   7.12652       21.9459      8.671117E-01  5.187152E-02  8.686618E-01  1.138529E+03
   7.60325       21.9459      8.667038E-01  5.491925E-02  8.684421E-01  1.135684E+03
   8.07999       21.9459      8.662806E-01  5.811650E-02  8.682279E-01  1.132672E+03
   8.55673       21.9459      8.658315E-01  6.147003E-02  8.680108E-01  1.129486E+03
   9.03347       21.9459      8.653770E-01  6.500319E-02  8.678150E-01  1.126116E+03
   9.51020       21.9459      8.648983E-01  6.874752E-02  8.676262E-01  1.122553E+03
   9.98694       21.9459      8.644206E-01  7.272077E-02  8.674741E-01  1.118783E+03
   10.4637       21.9459      8.639268E-01  7.695142E-02  8.673471E-01  1.114796E+03
   10.9404       21.9459      8.634062E-01  8.149884E-02  8.672441E-01  1.110575E+03
   11.4172       21.9459      8.628853E-01  8.638695E-02  8.671988E-01  1.106102E+03
   11.8939       21.9459      8.623398E-01  9.167033E-02  8.671986E-01  1.101358E+03
   12.3706       21.9459      8.617491E-01  9.745756E-02  8.672425E-01  1.096320E+03
   12.8474       21.9459      8.611395E-01  1.037871E-01  8.673713E-01  1.090960E+03
   13.3241       21.9459      8.604323E-01  1.107907E-01  8.675357E-01  1.085244E+03
   13.8008       21.9459      8.596822E-01  1.186141E-01  8.678265E-01  1.079135E+03
   14.2776       21.9459      8.588010E-01  1.273991E-01  8.681991E-01  1.072583E+03
   14.7543       21.9459      8.576583E-01  1.374122E-01  8.685965E-01  1.065532E+03
   15.2311       21.9459      8.562862E-01  1.489383E-01  8.691425E-01  1.057908E+03
   15.7078       21.9459      8.544648E-01  1.623110E-01  8.697442E-01  1.049623E+03
   16.1845       21.9459      8.518019E-01  1.781388E-01  8.702298E-01  1.040561E+03
   16.6613       21.9459      8.481849E-01  1.970339E-01  8.707698E-01  1.030579E+03
   17.1380       21.9459      8.426526E-01  2.197264E-01  8.708289E-01  1.019490E+03
   17.6147       21.9459      8.346774E-01  2.478060E-01  8.706861E-01  1.007055E+03
   18.0915       21.9459      8.227459E-01  2.824157E-01  8.698674E-01  9.929609E+02
   18.5682       21.9459      8.041022E-01  3.252247E-01  8.673820E-01  9.768098E+02
   19.0450       21.9459      7.767780E-01  3.795999E-01  8.645694E-01  9.580825E+02
   19.5217       21.9459      7.361084E-01  4.468121E-01  8.611020E-01  9.361163E+02
   19.9984       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.4752       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   20.9519       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.4286       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   21.9054       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.3821       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   22.8589       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.3356       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.8123       21.9459      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -21.0010       22.4447      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.5243       22.4447      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.0475       22.4447      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.5708       22.4447      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.0940       22.4447      7.772295E-01 -3.701441E-01  8.608672E-01  1.054323E+03
  -18.6173       22.4447      7.961160E-01 -3.064370E-01  8.530559E-01  1.072279E+03
  -18.1406       22.4447      8.074105E-01 -2.563226E-01  8.471204E-01  1.087213E+03
  -17.6638       22.4447      8.150635E-01 -2.170556E-01  8.434700E-01  1.099777E+03
  -17.1871       22.4447      8.204165E-01 -1.858340E-01  8.412000E-01  1.110478E+03
  -16.7104       22.4447      8.241136E-01 -1.608250E-01  8.396594E-01  1.119691E+03
  -16.2336       22.4447      8.272685E-01 -1.405238E-01  8.391187E-01  1.127701E+03
  -15.7569       22.4447      8.297866E-01 -1.237385E-01  8.389619E-01  1.134727E+03
  -15.2801       22.4447      8.320702E-01 -1.097169E-01  8.392727E-01  1.140936E+03
  -14.8034       22.4447      8.342147E-01 -9.780267E-02  8.399283E-01  1.146457E+03
  -14.3267       22.4447      8.361631E-01 -8.761033E-02  8.407404E-01  1.151391E+03
  -13.8499       22.4447      8.380852E-01 -7.876110E-02  8.417780E-01  1.155819E+03
  -13.3732       22.4447      8.398891E-01 -7.100303E-02  8.428850E-01  1.159805E+03
  -12.8965       22.4447      8.416118E-01 -6.414810E-02  8.440529E-01  1.163402E+03
  -12.4197       22.4447      8.432889E-01 -5.802167E-02  8.452826E-01  1.166655E+03
  -11.9430       22.4447      8.448570E-01 -5.253290E-02  8.464887E-01  1.169599E+03
  -11.4662       22.4447      8.463710E-01 -4.755706E-02  8.477061E-01  1.172264E+03
  -10.9895       22.4447      8.478079E-01 -4.301961E-02  8.488987E-01  1.174676E+03
  -10.5128       22.4447      8.491577E-01 -3.886185E-02  8.500465E-01  1.176857E+03
  -10.0360       22.4447      8.504538E-01 -3.502290E-02  8.511746E-01  1.178824E+03
  -9.55930       22.4447      8.516625E-01 -3.146210E-02  8.522434E-01  1.180595E+03
  -9.08256       22.4447      8.528019E-01 -2.813864E-02  8.532660E-01  1.182182E+03
  -8.60582       22.4447      8.538752E-01 -2.501809E-02  8.542416E-01  1.183598E+03
  -8.12909       22.4447      8.548702E-01 -2.207972E-02  8.551552E-01  1.184852E+03
  -7.65235       22.4447      8.558049E-01 -1.929287E-02  8.560223E-01  1.185954E+03
  -7.17561       22.4447      8.566708E-01 -1.663941E-02  8.568324E-01  1.186911E+03
  -6.69887       22.4447      8.574699E-01 -1.410216E-02  8.575859E-01  1.187730E+03
  -6.22214       22.4447      8.582122E-01 -1.166252E-02  8.582914E-01  1.188416E+03
  -5.74540       22.4447      8.588886E-01 -9.310308E-03  8.589391E-01  1.188975E+03
  -5.26866       22.4447      8.595089E-01 -7.030236E-03  8.595377E-01  1.189410E+03
  -4.79192       22.4447      8.600727E-01 -4.811182E-03  8.600862E-01  1.189725E+03
  -4.31519       22.4447      8.605794E-01 -2.646093E-03  8.605835E-01  1.189924E+03
  -3.83845       22.4447      8.610364E-01 -5.222159E-04  8.610366E-01  1.190008E+03
