Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.16  released 5-9-2005  

Program file: C:\LANL\SF7.EXE
SF.INI file: C:\LANL\SF.INI  7-08-2005   9:09:06
Solution file PAR.T35.
Memory used for PAR.T35 arrays:       4.179 M
Reading keyword commands and data from file:
PAR.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (-21.001,0.0)
(Zmax,Rmax) = (23.81233,60.8499985)
Z and R increments:    94   122

      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
  -7.17561       6.98279      1.037309E+00  1.840842E-02  1.037472E+00  4.116733E+02
  -6.69887       6.98279      1.035805E+00  1.719588E-02  1.035948E+00  4.107254E+02
  -6.22214       6.98279      1.034366E+00  1.619197E-02  1.034493E+00  4.098366E+02
  -5.74540       6.98279      1.032968E+00  1.537088E-02  1.033082E+00  4.089963E+02
  -5.26866       6.98279      1.031601E+00  1.471307E-02  1.031706E+00  4.081953E+02
  -4.79192       6.98279      1.030252E+00  1.421497E-02  1.030350E+00  4.074251E+02
  -4.31519       6.98279      1.028905E+00  1.385031E-02  1.028998E+00  4.066778E+02
  -3.83845       6.98279      1.027553E+00  1.361323E-02  1.027643E+00  4.059465E+02
  -3.36171       6.98279      1.026178E+00  1.349258E-02  1.026267E+00  4.052246E+02
  -2.88497       6.98279      1.024776E+00  1.347543E-02  1.024864E+00  4.045064E+02
  -2.40824       6.98279      1.023336E+00  1.355941E-02  1.023426E+00  4.037863E+02
  -1.93150       6.98279      1.021848E+00  1.373194E-02  1.021940E+00  4.030594E+02
  -1.45476       6.98279      1.020307E+00  1.398761E-02  1.020403E+00  4.023211E+02
 -0.978023       6.98279      1.018700E+00  1.432309E-02  1.018801E+00  4.015669E+02
 -0.501285       6.98279      1.017023E+00  1.472961E-02  1.017130E+00  4.007930E+02
 -2.454766E-02   6.98279      1.015271E+00  1.520575E-02  1.015385E+00  3.999955E+02
  0.452190       6.98279      1.013432E+00  1.574646E-02  1.013555E+00  3.991709E+02
  0.928927       6.98279      1.011504E+00  1.634695E-02  1.011636E+00  3.983158E+02
   1.40567       6.98279      1.009480E+00  1.700820E-02  1.009623E+00  3.974271E+02
   1.88240       6.98279      1.007352E+00  1.772404E-02  1.007508E+00  3.965017E+02
   2.35914       6.98279      1.005118E+00  1.849363E-02  1.005288E+00  3.955368E+02
   2.83588       6.98279      1.002767E+00  1.931641E-02  1.002953E+00  3.945293E+02
   3.31262       6.98279      1.000297E+00  2.018870E-02  1.000500E+00  3.934767E+02
   3.78935       6.98279      9.977023E-01  2.111167E-02  9.979257E-01  3.923762E+02
   4.26609       6.98279      9.949759E-01  2.208331E-02  9.952210E-01  3.912252E+02
   4.74283       6.98279      9.921146E-01  2.310210E-02  9.923835E-01  3.900212E+02
   5.21957       6.98279      9.891105E-01  2.417079E-02  9.894058E-01  3.887615E+02
   5.69630       6.98279      9.859595E-01  2.528619E-02  9.862837E-01  3.874436E+02
   6.17304       6.98279      9.826578E-01  2.644963E-02  9.830137E-01  3.860650E+02
   6.64978       6.98279      9.791974E-01  2.766246E-02  9.795880E-01  3.846231E+02
   7.12652       6.98279      9.755742E-01  2.892333E-02  9.760029E-01  3.831152E+02
   7.60325       6.98279      9.717848E-01  3.023555E-02  9.722551E-01  3.815388E+02
   8.07999       6.98279      9.678209E-01  3.159923E-02  9.683366E-01  3.798910E+02
   8.55673       6.98279      9.636800E-01  3.301505E-02  9.642453E-01  3.781692E+02
   9.03347       6.98279      9.593545E-01  3.448878E-02  9.599743E-01  3.763704E+02
   9.51020       6.98279      9.548399E-01  3.601949E-02  9.555191E-01  3.744915E+02
   9.98694       6.98279      9.501329E-01  3.761181E-02  9.508770E-01  3.725294E+02
   10.4637       6.98279      9.452248E-01  3.927121E-02  9.460403E-01  3.704807E+02
   10.9404       6.98279      9.401107E-01  4.099961E-02  9.410043E-01  3.683417E+02
   11.4172       6.98279      9.347882E-01  4.280618E-02  9.357678E-01  3.661086E+02
   11.8939       6.98279      9.292458E-01  4.469633E-02  9.303202E-01  3.637769E+02
   12.3706       6.98279      9.234807E-01  4.667627E-02  9.246595E-01  3.613421E+02
   12.8474       6.98279      9.174828E-01  4.876260E-02  9.187777E-01  3.587990E+02
   13.3241       6.98279      9.112431E-01  5.096017E-02  9.126669E-01  3.561419E+02
   13.8008       6.98279      9.047563E-01  5.328521E-02  9.063240E-01  3.533642E+02
   14.2776       6.98279      8.980056E-01  5.575674E-02  8.997349E-01  3.504588E+02
   14.7543       6.98279      8.909778E-01  5.838666E-02  8.928888E-01  3.474176E+02
   15.2311       6.98279      8.836640E-01  6.120471E-02  8.857811E-01  3.442312E+02
   15.7078       6.98279      8.760347E-01  6.423053E-02  8.783862E-01  3.408893E+02
   16.1845       6.98279      8.680722E-01  6.748792E-02  8.706916E-01  3.373800E+02
   16.6613       6.98279      8.597449E-01  7.102406E-02  8.626736E-01  3.336897E+02
   17.1380       6.98279      8.510147E-01  7.485739E-02  8.543007E-01  3.298033E+02
   17.6147       6.98279      8.418436E-01  7.903571E-02  8.455455E-01  3.257036E+02
   18.0915       6.98279      8.321710E-01  8.360813E-02  8.363605E-01  3.213709E+02
   18.5682       6.98279      8.219297E-01  8.860640E-02  8.266919E-01  3.167832E+02
   19.0450       6.98279      8.110389E-01  9.410575E-02  8.164803E-01  3.119161E+02
   19.5217       6.98279      7.993881E-01  1.001468E-01  8.056368E-01  3.067417E+02
   19.9984       6.98279      7.868392E-01  1.067759E-01  7.940510E-01  3.012296E+02
   20.4752       6.98279      7.732145E-01  1.140904E-01  7.815864E-01  2.953461E+02
   20.9519       6.98279      7.582794E-01  1.220931E-01  7.680458E-01  2.890548E+02
   21.4286       6.98279      7.416799E-01  1.307920E-01  7.531239E-01  2.823178E+02
   21.9054       6.98279      7.229443E-01  1.401247E-01  7.363990E-01  2.750993E+02
   22.3821       6.98279      7.014598E-01  1.496457E-01  7.172446E-01  2.673757E+02
   22.8589       6.98279      6.767761E-01  1.584841E-01  6.950849E-01  2.591615E+02
   23.3356       6.98279      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.8123       6.98279      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -21.0010       7.48156      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.5243       7.48156      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.0475       7.48156      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.5708       7.48156      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.0940       7.48156      1.154313E+00  2.960031E-01  1.191661E+00  5.610067E+02
  -18.6173       7.48156      1.138611E+00  2.558464E-01  1.167001E+00  5.463646E+02
  -18.1406       7.48156      1.127321E+00  2.229934E-01  1.149164E+00  5.336327E+02
  -17.6638       7.48156      1.117814E+00  1.959237E-01  1.134854E+00  5.224897E+02
  -17.1871       7.48156      1.109207E+00  1.728298E-01  1.122591E+00  5.126806E+02
  -16.7104       7.48156      1.101201E+00  1.528957E-01  1.111765E+00  5.040149E+02
  -16.2336       7.48156      1.093894E+00  1.355964E-01  1.102266E+00  4.963380E+02
  -15.7569       7.48156      1.087224E+00  1.203846E-01  1.093869E+00  4.895258E+02
  -15.2801       7.48156      1.081058E+00  1.070461E-01  1.086345E+00  4.834734E+02
  -14.8034       7.48156      1.075493E+00  9.525957E-02  1.079703E+00  4.780893E+02
  -14.3267       7.48156      1.070426E+00  8.483011E-02  1.073782E+00  4.732965E+02
  -13.8499       7.48156      1.065836E+00  7.562695E-02  1.068516E+00  4.690257E+02
  -13.3732       7.48156      1.061702E+00  6.745121E-02  1.063842E+00  4.652175E+02
  -12.8965       7.48156      1.057948E+00  6.023309E-02  1.059661E+00  4.618191E+02
  -12.4197       7.48156      1.054571E+00  5.383638E-02  1.055944E+00  4.587831E+02
  -11.9430       7.48156      1.051526E+00  4.816986E-02  1.052629E+00  4.560681E+02
  -11.4662       7.48156      1.048768E+00  4.318121E-02  1.049657E+00  4.536366E+02
  -10.9895       7.48156      1.046281E+00  3.876623E-02  1.046999E+00  4.514554E+02
  -10.5128       7.48156      1.044023E+00  3.488858E-02  1.044605E+00  4.494950E+02
  -10.0360       7.48156      1.041968E+00  3.148305E-02  1.042443E+00  4.477284E+02
  -9.55930       7.48156      1.040096E+00  2.849388E-02  1.040486E+00  4.461320E+02
  -9.08256       7.48156      1.038368E+00  2.590075E-02  1.038691E+00  4.446840E+02
  -8.60582       7.48156      1.036775E+00  2.364189E-02  1.037044E+00  4.433653E+02
  -8.12909       7.48156      1.035291E+00  2.169490E-02  1.035518E+00  4.421586E+02
  -7.65235       7.48156      1.033893E+00  2.002925E-02  1.034087E+00  4.410479E+02
  -7.17561       7.48156      1.032569E+00  1.860917E-02  1.032737E+00  4.400193E+02
  -6.69887       7.48156      1.031298E+00  1.742479E-02  1.031446E+00  4.390601E+02
  -6.22214       7.48156      1.030068E+00  1.644229E-02  1.030199E+00  4.381585E+02
  -5.74540       7.48156      1.028865E+00  1.564575E-02  1.028984E+00  4.373042E+02
  -5.26866       7.48156      1.027671E+00  1.502240E-02  1.027781E+00  4.364877E+02
  -4.79192       7.48156      1.026481E+00  1.454938E-02  1.026584E+00  4.357003E+02
  -4.31519       7.48156      1.025280E+00  1.422011E-02  1.025379E+00  4.349342E+02
  -3.83845       7.48156      1.024059E+00  1.401863E-02  1.024155E+00  4.341822E+02
  -3.36171       7.48156      1.022809E+00  1.393211E-02  1.022904E+00  4.334378E+02
  -2.88497       7.48156      1.021520E+00  1.395903E-02  1.021616E+00  4.326950E+02
  -2.40824       7.48156      1.020185E+00  1.408247E-02  1.020282E+00  4.319481E+02
  -1.93150       7.48156      1.018796E+00  1.429889E-02  1.018896E+00  4.311922E+02
  -1.45476       7.48156      1.017344E+00  1.460189E-02  1.017449E+00  4.304223E+02
 -0.978023       7.48156      1.015824E+00  1.498286E-02  1.015935E+00  4.296342E+02
 -0.501285       7.48156      1.014229E+00  1.544112E-02  1.014347E+00  4.288238E+02
 -2.454766E-02   7.48156      1.012553E+00  1.596873E-02  1.012679E+00  4.279870E+02
  0.452190       7.48156      1.010789E+00  1.656229E-02  1.010925E+00  4.271203E+02
  0.928927       7.48156      1.008931E+00  1.722084E-02  1.009078E+00  4.262202E+02
   1.40567       7.48156      1.006975E+00  1.793827E-02  1.007134E+00  4.252835E+02
   1.88240       7.48156      1.004914E+00  1.871454E-02  1.005088E+00  4.243069E+02
   2.35914       7.48156      1.002742E+00  1.954686E-02  1.002933E+00  4.232874E+02
   2.83588       7.48156      1.000455E+00  2.043206E-02  1.000664E+00  4.222222E+02
   3.31262       7.48156      9.980478E-01  2.137216E-02  9.982766E-01  4.211083E+02
   3.78935       7.48156      9.955140E-01  2.236284E-02  9.957651E-01  4.199429E+02
   4.26609       7.48156      9.928497E-01  2.340424E-02  9.931255E-01  4.187234E+02
   4.74283       7.48156      9.900486E-01  2.449703E-02  9.903516E-01  4.174470E+02
   5.21957       7.48156      9.871062E-01  2.563857E-02  9.874391E-01  4.161110E+02
   5.69630       7.48156      9.840181E-01  2.683101E-02  9.843838E-01  4.147129E+02
   6.17304       7.48156      9.807781E-01  2.807335E-02  9.811798E-01  4.132498E+02
   6.64978       7.48156      9.773822E-01  2.936493E-02  9.778233E-01  4.117192E+02
   7.12652       7.48156      9.738249E-01  3.070966E-02  9.743090E-01  4.101184E+02
   7.60325       7.48156      9.701013E-01  3.210511E-02  9.706324E-01  4.084445E+02
   8.07999       7.48156      9.662075E-01  3.355382E-02  9.667899E-01  4.066948E+02
   8.55673       7.48156      9.621375E-01  3.505838E-02  9.627761E-01  4.048665E+02
   9.03347       7.48156      9.578869E-01  3.661846E-02  9.585865E-01  4.029564E+02
   9.51020       7.48156      9.534522E-01  3.823943E-02  9.542187E-01  4.009616E+02
   9.98694       7.48156      9.488271E-01  3.992274E-02  9.496666E-01  3.988788E+02
   10.4637       7.48156      9.440078E-01  4.167119E-02  9.449271E-01  3.967045E+02
   10.9404       7.48156      9.389899E-01  4.349366E-02  9.399967E-01  3.944351E+02
   11.4172       7.48156      9.337675E-01  4.539135E-02  9.348701E-01  3.920665E+02
   11.8939       7.48156      9.283373E-01  4.737321E-02  9.295452E-01  3.895946E+02
   12.3706       7.48156      9.226930E-01  4.944887E-02  9.240171E-01  3.870146E+02
   12.8474       7.48156      9.168278E-01  5.162436E-02  9.182801E-01  3.843214E+02
   13.3241       7.48156      9.107389E-01  5.391712E-02  9.123335E-01  3.815091E+02
   13.8008       7.48156      9.044153E-01  5.633749E-02  9.061683E-01  3.785713E+02
   14.2776       7.48156      8.978489E-01  5.890036E-02  8.997788E-01  3.755008E+02
   14.7543       7.48156      8.910324E-01  6.163401E-02  8.931615E-01  3.722892E+02
   15.2311       7.48156      8.839484E-01  6.455119E-02  8.863022E-01  3.689271E+02
   15.7078       7.48156      8.765839E-01  6.768408E-02  8.791931E-01  3.654040E+02
   16.1845       7.48156      8.689202E-01  7.106560E-02  8.718214E-01  3.617073E+02
   16.6613       7.48156      8.609283E-01  7.472109E-02  8.641648E-01  3.578233E+02
   17.1380       7.48156      8.525821E-01  7.870730E-02  8.562074E-01  3.537359E+02
   17.6147       7.48156      8.438416E-01  8.305839E-02  8.479194E-01  3.494265E+02
   18.0915       7.48156      8.346506E-01  8.782243E-02  8.392582E-01  3.448743E+02
   18.5682       7.48156      8.249640E-01  9.308456E-02  8.301990E-01  3.400553E+02
   19.0450       7.48156      8.146926E-01  9.888379E-02  8.206717E-01  3.349418E+02
   19.5217       7.48156      8.037275E-01  1.053103E-01  8.105974E-01  3.295029E+02
   19.9984       7.48156      7.919638E-01  1.124679E-01  7.999098E-01  3.237024E+02
   20.4752       7.48156      7.792195E-01  1.204312E-01  7.884711E-01  3.174994E+02
   20.9519       7.48156      7.652173E-01  1.293532E-01  7.760733E-01  3.108470E+02
   21.4286       7.48156      7.496641E-01  1.393923E-01  7.625133E-01  3.036902E+02
   21.9054       7.48156      7.319722E-01  1.506966E-01  7.473237E-01  2.959656E+02
   22.3821       7.48156      7.107723E-01  1.632801E-01  7.292857E-01  2.876021E+02
   22.8589       7.48156      6.847361E-01  1.755766E-01  7.068880E-01  2.785575E+02
   23.3356       7.48156      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.8123       7.48156      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -21.0010       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.5243       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.0475       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.5708       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.0940       7.98033      1.095617E+00  2.876426E-01  1.132747E+00  5.868932E+02
  -18.6173       7.98033      1.095826E+00  2.475529E-01  1.123440E+00  5.725630E+02
  -18.1406       7.98033      1.092623E+00  2.164064E-01  1.113848E+00  5.602320E+02
  -17.6638       7.98033      1.088193E+00  1.907101E-01  1.104778E+00  5.494068E+02
  -17.1871       7.98033      1.083098E+00  1.687383E-01  1.096163E+00  5.398466E+02
  -16.7104       7.98033      1.078103E+00  1.497522E-01  1.088454E+00  5.313723E+02
  -16.2336       7.98033      1.073190E+00  1.330253E-01  1.081403E+00  5.238477E+02
  -15.7569       7.98033      1.068535E+00  1.184060E-01  1.075075E+00  5.171555E+02
  -15.2801       7.98033      1.064204E+00  1.054392E-01  1.069415E+00  5.111984E+02
  -14.8034       7.98033      1.060135E+00  9.394582E-02  1.064289E+00  5.058924E+02
  -14.3267       7.98033      1.056426E+00  8.378120E-02  1.059743E+00  5.011621E+02
  -13.8499       7.98033      1.053028E+00  7.471880E-02  1.055675E+00  4.969434E+02
  -13.3732       7.98033      1.049929E+00  6.673063E-02  1.052047E+00  4.931781E+02
  -12.8965       7.98033      1.047130E+00  5.962082E-02  1.048826E+00  4.898152E+02
  -12.4197       7.98033      1.044577E+00  5.331316E-02  1.045937E+00  4.868095E+02
  -11.9430       7.98033      1.042274E+00  4.774403E-02  1.043366E+00  4.841197E+02
  -11.4662       7.98033      1.040196E+00  4.280449E-02  1.041077E+00  4.817096E+02
  -10.9895       7.98033      1.038293E+00  3.845934E-02  1.039005E+00  4.795467E+02
  -10.5128       7.98033      1.036574E+00  3.463032E-02  1.037152E+00  4.776014E+02
  -10.0360       7.98033      1.035000E+00  3.126366E-02  1.035472E+00  4.758476E+02
  -9.55930       7.98033      1.033555E+00  2.833087E-02  1.033944E+00  4.742613E+02
  -9.08256       7.98033      1.032225E+00  2.576748E-02  1.032547E+00  4.728213E+02
  -8.60582       7.98033      1.030979E+00  2.355169E-02  1.031248E+00  4.715086E+02
  -8.12909       7.98033      1.029811E+00  2.164440E-02  1.030038E+00  4.703056E+02
  -7.65235       7.98033      1.028702E+00  2.000957E-02  1.028896E+00  4.691968E+02
  -7.17561       7.98033      1.027634E+00  1.863663E-02  1.027803E+00  4.681680E+02
  -6.69887       7.98033      1.026600E+00  1.748550E-02  1.026749E+00  4.672064E+02
  -6.22214       7.98033      1.025582E+00  1.654203E-02  1.025715E+00  4.663006E+02
  -5.74540       7.98033      1.024570E+00  1.578817E-02  1.024692E+00  4.654398E+02
  -5.26866       7.98033      1.023557E+00  1.520047E-02  1.023669E+00  4.646147E+02
  -4.79192       7.98033      1.022525E+00  1.477307E-02  1.022632E+00  4.638166E+02
  -4.31519       7.98033      1.021472E+00  1.448497E-02  1.021575E+00  4.630376E+02
  -3.83845       7.98033      1.020387E+00  1.432560E-02  1.020487E+00  4.622704E+02
  -3.36171       7.98033      1.019261E+00  1.428810E-02  1.019361E+00  4.615083E+02
  -2.88497       7.98033      1.018088E+00  1.435726E-02  1.018189E+00  4.607454E+02
  -2.40824       7.98033      1.016859E+00  1.452946E-02  1.016963E+00  4.599760E+02
  -1.93150       7.98033      1.015570E+00  1.479505E-02  1.015677E+00  4.591950E+02
  -1.45476       7.98033      1.014212E+00  1.514595E-02  1.014325E+00  4.583974E+02
 -0.978023       7.98033      1.012780E+00  1.558138E-02  1.012900E+00  4.575788E+02
 -0.501285       7.98033      1.011269E+00  1.609119E-02  1.011397E+00  4.567351E+02
 -2.454766E-02   7.98033      1.009671E+00  1.667335E-02  1.009809E+00  4.558622E+02
  0.452190       7.98033      1.007983E+00  1.732452E-02  1.008132E+00  4.549565E+02
  0.928927       7.98033      1.006199E+00  1.803897E-02  1.006360E+00  4.540143E+02
   1.40567       7.98033      1.004312E+00  1.881742E-02  1.004489E+00  4.530323E+02
   1.88240       7.98033      1.002320E+00  1.965474E-02  1.002512E+00  4.520072E+02
   2.35914       7.98033      1.000215E+00  2.054913E-02  1.000426E+00  4.509360E+02
   2.83588       7.98033      9.979936E-01  2.150110E-02  9.982252E-01  4.498156E+02
   3.31262       7.98033      9.956508E-01  2.250635E-02  9.959052E-01  4.486430E+02
   3.78935       7.98033      9.931813E-01  2.356598E-02  9.934608E-01  4.474153E+02
   4.26609       7.98033      9.905805E-01  2.467850E-02  9.908879E-01  4.461298E+02
   4.74283       7.98033      9.878435E-01  2.584192E-02  9.881815E-01  4.447835E+02
   5.21957       7.98033      9.849654E-01  2.705925E-02  9.853370E-01  4.433739E+02
   5.69630       7.98033      9.819415E-01  2.832713E-02  9.823501E-01  4.418980E+02
   6.17304       7.98033      9.787669E-01  2.964671E-02  9.792158E-01  4.403531E+02
   6.64978       7.98033      9.754375E-01  3.101941E-02  9.759305E-01  4.387365E+02
   7.12652       7.98033      9.719480E-01  3.244348E-02  9.724893E-01  4.370454E+02
   7.60325       7.98033      9.682940E-01  3.392224E-02  9.688880E-01  4.352769E+02
   8.07999       7.98033      9.644714E-01  3.545529E-02  9.651228E-01  4.334281E+02
   8.55673       7.98033      9.604749E-01  3.704325E-02  9.611890E-01  4.314962E+02
   9.03347       7.98033      9.563020E-01  3.869118E-02  9.570844E-01  4.294780E+02
   9.51020       7.98033      9.519472E-01  4.039781E-02  9.528040E-01  4.273705E+02
   9.98694       7.98033      9.474065E-01  4.216780E-02  9.483445E-01  4.251703E+02
   10.4637       7.98033      9.426775E-01  4.400524E-02  9.437040E-01  4.228739E+02
   10.9404       7.98033      9.377548E-01  4.591191E-02  9.388780E-01  4.204778E+02
   11.4172       7.98033      9.326359E-01  4.789735E-02  9.338650E-01  4.179780E+02
   11.8939       7.98033      9.273174E-01  4.996489E-02  9.286625E-01  4.153703E+02
   12.3706       7.98033      9.217936E-01  5.212240E-02  9.232660E-01  4.126500E+02
   12.8474       7.98033      9.160653E-01  5.438395E-02  9.176782E-01  4.098119E+02
   13.3241       7.98033      9.101242E-01  5.675564E-02  9.118921E-01  4.068504E+02
   13.8008       7.98033      9.039659E-01  5.925587E-02  9.059059E-01  4.037592E+02
   14.2776       7.98033      8.975885E-01  6.190120E-02  8.997205E-01  4.005309E+02
   14.7543       7.98033      8.909804E-01  6.470669E-02  8.933270E-01  3.971575E+02
   15.2311       7.98033      8.841351E-01  6.770721E-02  8.867238E-01  3.936294E+02
   15.7078       7.98033      8.770430E-01  7.092101E-02  8.799058E-01  3.899359E+02
   16.1845       7.98033      8.696806E-01  7.438189E-02  8.728557E-01  3.860647E+02
   16.6613       7.98033      8.620463E-01  7.813910E-02  8.655805E-01  3.820013E+02
   17.1380       7.98033      8.541025E-01  8.222176E-02  8.580510E-01  3.777291E+02
   17.6147       7.98033      8.458123E-01  8.669376E-02  8.502436E-01  3.732294E+02
   18.0915       7.98033      8.371565E-01  9.161488E-02  8.421545E-01  3.684795E+02
   18.5682       7.98033      8.280682E-01  9.703898E-02  8.337347E-01  3.634542E+02
   19.0450       7.98033      8.184706E-01  1.030780E-01  8.249359E-01  3.581240E+02
   19.5217       7.98033      8.083122E-01  1.098057E-01  8.157364E-01  3.524541E+02
   19.9984       7.98033      7.974658E-01  1.173252E-01  8.060502E-01  3.464046E+02
   20.4752       7.98033      7.857539E-01  1.258455E-01  7.957677E-01  3.399288E+02
   20.9519       7.98033      7.730603E-01  1.354999E-01  7.848455E-01  3.329699E+02
   21.4286       7.98033      7.589862E-01  1.465696E-01  7.730089E-01  3.254601E+02
   21.9054       7.98033      7.432916E-01  1.596356E-01  7.602407E-01  3.173104E+02
   22.3821       7.98033      7.252812E-01  1.756758E-01  7.462538E-01  3.083950E+02
   22.8589       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.3356       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
   23.8123       7.98033      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -21.0010       8.47910      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.5243       8.47910      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -20.0475       8.47910      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.5708       8.47910      0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  -19.0940       8.47910      1.050583E+00  2.571298E-01  1.081591E+00  6.101565E+02
  -18.6173       8.47910      1.058338E+00  2.310145E-01  1.083257E+00  5.971381E+02
  -18.1406       8.47910      1.060569E+00  2.052949E-01  1.080256E+00  5.855277E+02
  -17.6638       8.47910      1.060041E+00  1.825186E-01  1.075640E+00  5.752108E+02
  -17.1871       8.47910      1.058246E+00  1.625253E-01  1.070654E+00  5.660299E+02
  -16.7104       8.47910      1.055730E+00  1.447184E-01  1.065602E+00  5.578551E+02
  -16.2336       8.47910      1.053024E+00  1.290772E-01  1.060906E+00  5.505679E+02
  -15.7569       8.47910      1.050295E+00  1.151309E-01  1.056587E+00  5.440692E+02
  -15.2801       8.47910      1.047514E+00  1.027071E-01  1.052538E+00  5.382728E+02
  -14.8034       8.47910      1.044934E+00  9.168259E-02  1.048948E+00  5.330992E+02
  -14.3267       8.47910      1.042475E+00  8.181906E-02  1.045681E+00  5.284817E+02
  -13.8499       8.47910      1.040213E+00  7.309668E-02  1.042778E+00  5.243581E+02
  -13.3732       8.47910      1.038148E+00  6.531088E-02  1.040201E+00  5.206744E+02
  -12.8965       8.47910      1.036220E+00  5.838599E-02  1.037864E+00  5.173826E+02
  -12.4197       8.47910      1.034492E+00  5.225392E-02  1.035810E+00  5.144378E+02
  -11.9430       8.47910      1.032908E+00  4.679254E-02  1.033967E+00  5.118016E+02
  -11.4662       8.47910      1.031472E+00  4.199458E-02  1.032327E+00  5.094382E+02
  -10.9895       8.47910      1.030173E+00  3.774574E-02  1.030864E+00  5.073159E+02
  -10.5128       8.47910      1.028970E+00  3.400230E-02  1.029531E+00  5.054064E+02
  -10.0360       8.47910      1.027874E+00  3.072936E-02  1.028333E+00  5.036835E+02
  -9.55930       8.47910      1.026867E+00  2.785974E-02  1.027244E+00  5.021241E+02
  -9.08256       8.47910      1.025908E+00  2.537229E-02  1.026222E+00  5.007073E+02
  -8.60582       8.47910      1.025018E+00  2.322022E-02  1.025281E+00  4.994140E+02
  -8.12909       8.47910      1.024161E+00  2.136850E-02  1.024384E+00  4.982272E+02
  -7.65235       8.47910      1.023336E+00  1.980172E-02  1.023528E+00  4.971313E+02
  -7.17561       8.47910      1.022532E+00  1.847806E-02  1.022699E+00  4.961123E+02
  -6.69887       8.47910      1.021726E+00  1.738367E-02  1.021874E+00  4.951577E+02
  -6.22214       8.47910      1.020923E+00  1.649534E-02  1.021056E+00  4.942558E+02
  -5.74540       8.47910      1.020104E+00  1.578884E-02  1.020226E+00  4.933964E+02
  -5.26866       8.47910      1.019265E+00  1.525954E-02  1.019379E+00  4.925696E+02
  -4.79192       8.47910      1.018398E+00  1.488096E-02  1.018507E+00  4.917671E+02
  -4.31519       8.47910      1.017491E+00  1.464425E-02  1.017597E+00  4.909810E+02
  -3.83845       8.47910      1.016542E+00  1.453918E-02  1.016646E+00  4.902038E+02
  -3.36171       8.47910      1.015544E+00  1.455029E-02  1.015649E+00  4.894291E+02
  -2.88497       8.47910      1.014485E+00  1.467453E-02  1.014591E+00  4.886508E+02
  -2.40824       8.47910      1.013366E+00  1.489897E-02  1.013476E+00  4.878631E+02
  -1.93150       8.47910      1.012177E+00  1.521681E-02  1.012291E+00  4.870610E+02
  -1.45476       8.47910      1.010914E+00  1.562489E-02  1.011035E+00  4.862394E+02
 -0.978023       8.47910      1.009573E+00  1.611312E-02  1.009702E+00  4.853939E+02
 -0.501285       8.47910      1.008145E+00  1.668007E-02  1.008283E+00  4.845203E+02
 -2.454766E-02   8.47910      1.006629E+00  1.732000E-02  1.006778E+00  4.836145E+02
  0.452190       8.47910      1.005018E+00  1.802776E-02  1.005180E+00  4.826728E+02
  0.928927       8.47910      1.003309E+00  1.880428E-02  1.003485E+00  4.816915E+02
   1.40567       8.47910      1.001495E+00  1.964259E-02  1.001688E+00  4.806671E+02
   1.88240       8.47910      9.995722E-01  2.054233E-02  9.997833E-01  4.795964E+02
   2.35914       8.47910      9.975370E-01  2.150194E-02  9.977687E-01  4.784762E+02
   2.83588       8.47910      9.953840E-01  2.251767E-02  9.956387E-01  4.773033E+02
   3.31262       8.47910      9.931073E-01  2.359148E-02  9.933875E-01  4.760746E+02
