26
4 2 1 1 201.23 15.0 25.0 7 40040.5 26086.3 -67271 417411 -2768046 -171338996 1240544528
4 2 1 2 227.91 12.6 25.0 7 40040.5 26086.3 -67271 417411 -2768046 -171338996 1240544528
4 2 2 1 210.92 11.5 25.0 7 38411.2 55775.5 -643181 3.62175E+06 1726572 -545000 -1.1127E+09
4 2 2 2 209.99 11.0 25.0 7 38411.2 55775.5 -643181 3.62175E+06 1726572 -545000 -1.1127E+09
4 2 3 1 181.22 33.3 25.0 7 41436.5 63073.8 -478964 -3.74684E+06 5.47124E+07 397238552 -5.22335E+09
4 2 3 2 194.44 16.6 25.0 7 41436.5 63073.8 -478964 -3.74684E+06 5.47124E+07 397238552 -5.22335E+09
4 2 4 1 240.78 10.4 25.0 7 39541.0 22854.3 -253088 5929788 -49364843 -70392548 1224894088
4 2 4 2 208.79 19.5 25.0 7 39541.0 22854.3 -253088 5929788 -49364843 -70392548 1224894088
4 2 5 1 220.23 11.2 25.0 7 413941.1 17296.3 62243.2 -34998.8 -12580480 -25349260 597996945
4 2 5 2 203.24 12.4 25.0 7 413941.1 17296.3 62243.2 -34998.8 -12580480 -25349260 597996945
1 1 1 1 175.57 10.7 25.0 2 39888.2 28790.7
1 1 1 2 128.09 14.9 25.0 2 39888.2 28790.7
2 1 1 1 156.25 1.9 25.0 2 23381.1 24419.6
2 1 1 2 145.74 3.2 25.0 2 23381.1 24419.6
4 1 6 1 190.90 30.8 25.0 7 28938.6 38900.2 -218491 161535 8216.44 2263.59 19.7378
4 1 6 2 185.17 24.7 25.0 7 28938.6 38900.2 -218491 161535 8216.44 2263.59 19.7378
4 1 7 1 185.39 17.2 25.0 7 29324.3 43070.8 -414991 -76730.9 22788310 351480622 -4.64705E+09
4 1 7 2 202.78 12.8 25.0 7 29324.3 43070.8 -414991 -76730.9 22788310 351480622 -4.64705E+09
4 1 8 1 209.99 9.7 25.0 7 29047.6 29049.6 -159393 203804 3.22318E+06 3.64498E+07 -755159112
4 1 8 2 210.18 16.2 25.0 7 29047.6 29049.6 -159393 203804 3.22318E+06 3.64498E+07 -755159112
4 1 9 1 199.10 14.4 25.0 7 31747.1 40104.2 -453550 5.32566E+06 -3.75614E+07 6.28453E+07 -3.30737E+07
4 1 9 2 211.07 16.1 25.0 7 31747.1 40104.2 -453550 5.32566E+06 -3.75614E+07 6.28453E+07 -3.30737E+07
4 1 10 1 185.73 11.2 25.0 7 30208.2 20037.2 34185.5 -538198 -9537746 36142154 384708619
4 1 10 2 192.97 11.2 25.0 7 30208.2 20037.2 34185.5 -538198 -9537746 36142154 384708619
5 1 1 1 164.90 22.8 25.0 0
6 1 1 1 164.9 22.6 25.0 0
