1	1	1	1	30	1	5	1	1	10	10	1		
1	1	1	1	29	1	5	1	2	10	10	2		
1	1	1	1	31	1	5	1	3	10	10	3		
1	1	1	1	32	1	5	1	4	10	10	4		
1	1	2	8	34	1	5	1	5	10	10	5		
1	1	2	8	33	1	5	1	6	10	10	6		
1	1	2	8	35	1	5	1	7	10	10	7		
1	1	2	8	36	1	5	1	8	10	10	8		
1	1	1	1	27	1	5	1	9	10	10	9		
1	1	1	1	28	1	5	1	10	10	10	10		
1	1	1	1	26	1	5	1	11	10	10	11		
1	1	1	1	25	1	5	1	12	10	10	12		
1	1	2	8	41	1	5	1	13	10	10	13		
1	1	2	8	38	1	5	1	14	10	10	14		
1	1	2	8	37	1	5	1	15	10	10	15		
1	1	2	8	39	1	5	1	16	10	10	16
1	1	1	1	22	1	5	1	17	10	10	17
1	1	1	1	21	1	5	1	18	10	10	18
1	1	1	1	23	1	5	1	19	10	10	19
1	1	1	1	24	1	5	1	20	10	10	20
1	1	2	8	40	1	5	1	21	10	10	21
1	1	2	8	43	1	5	1	22	10	10	22
1	1	2	8	44	1	5	1	23	10	10	23
1	1	2	8	42	1	5	1	24	10	10	24
1	1	1	1	19	1	5	1	25	10	10	25
1	1	1	1	20	1	5	1	26	10	10	26
1	1	1	1	18	1	5	1	27	10	10	27
1	1	1	1	17	1	5	1	28	10	10	28
1	1	2	8	47	1	5	1	29	10	10	29
1	1	2	8	48	1	5	1	30	10	10	30
1	1	2	8	46	1	5	1	31	10	10	31
1	1	2	8	45	1	5	1	32	10	10	32
1	1	1	1	14	1	5	1	33	10	10	33
1	1	1	1	13	1	5	1	34	10	10	34
1	1	1	1	15	1	5	1	35	10	10	35
1	1	1	1	16	1	5	1	36	10	10	36
1	1	2	8	50	1	5	1	37	10	10	37
1	1	2	8	49	1	5	1	38	10	10	38
1	1	2	8	51	1	5	1	39	10	10	39
1	1	2	8	52	1	5	1	40	10	10	40
1	1	1	1	11	1	5	1	41	10	10	41
1	1	1	1	12	1	5	1	42	10	10	42
1	1	1	1	10	1	5	1	43	10	10	43
1	1	1	1	9	1	5	1	44	10	10	44
1	1	2	8	57	1	5	1	45	10	10	45
1	1	2	8	54	1	5	1	46	10	10	46
1	1	2	8	53	1	5	1	47	10	10	47
1	1	2	8	55	1	5	1	48	10	10	48
1	1	1	1	6	1	5	1	49	10	10	49
1	1	1	1	5	1	5	1	50	10	10	50
1	1	1	1	7	1	5	1	51	10	10	51
1	1	1	1	8	1	5	1	52	10	10	52
1	1	2	8	56	1	5	1	53	10	10	53
1	1	2	8	59	1	5	1	54	10	10	54
1	1	2	8	60	1	5	1	55	10	10	55
1	1	2	8	58	1	5	1	56	10	10	56
1	1	1	1	3	1	5	1	57	10	10	57
1	1	1	1	4	1	5	1	58	10	10	58
1	1	1	1	2	1	5	1	59	10	10	59
1	1	1	1	1	1	5	1	60	10	10	60
1	1	2	8	64	1	5	1	61	10	10	61
1	1	2	8	63	1	5	1	62	10	10	62
1	1	2	8	62	1	5	1	63	10	10	63
1	1	2	8	61	1	5	1	64	10	10	64
1	1	1	1	61	1	5	1	76	10	10	65
1	1	1	1	62	1	5	1	66	10	10	66
1	1	1	1	63	1	5	1	67	10	10	67
1	1	1	1	64	1	5	1	68	10	10	68
1	1	2	8	1	1	5	1	69	10	10	69
1	1	2	8	2	1	5	1	70	10	10	70
1	1	2	8	4	1	5	1	71	10	10	71
1	1	2	8	3	1	5	1	72	10	10	72
1	1	1	1	58	1	5	1	73	10	10	73
1	1	1	1	60	1	5	1	74	10	10	74
1	1	1	1	59	1	5	1	75	10	10	75
1	1	1	1	56	1	5	1	65	10	10	76
1	1	2	8	8	1	5	1	77	10	10	77
1	1	2	8	7	1	5	1	78	10	10	78
1	1	2	8	5	1	5	1	79	10	10	79
1	1	2	8	6	1	5	1	80	10	10	80
1	1	1	1	55	1	5	1	81	10	10	81
1	1	1	1	53	1	5	1	82	10	10	82
