2
264	1	1	-1	-1	-1
264	1	2	-1	-1	-1
264	1	3	-1	-1	-1
264	1	4	-1	-1	-1
264	1	5	-1	-1	-1
264	1	6	-1	-1	-1
264	1	7	-1	-1	-1
264	1	8	-1	-1	-1
264	1	9	-1	-1	-1
264	1	10	-1	-1	-1
264	1	11	-1	-1	-1
264	1	12	-1	-1	-1
264	1	13	-1	-1	-1
264	1	14	-1	-1	-1
264	1	15	-1	-1	-1
264	1	16	-1	-1	-1
264	1	17	-1	-1	-1
264	1	18	-1	-1	-1
264	1	19	-1	-1	-1
264	1	20	-1	-1	-1
264	1	21	-1	-1	-1
264	1	22	-1	-1	-1
264	1	23	-1	-1	-1
264	1	24	-1	-1	-1
264	1	25	-1	-1	-1
264	1	26	-1	-1	-1
264	1	27	-1	-1	-1
264	1	28	-1	-1	-1
264	1	29	-1	-1	-1
264	1	30	-1	-1	-1
264	1	31	-1	-1	-1
264	1	32	-1	-1	-1
264	1	33	-1	-1	-1
264	1	34	-1	-1	-1
264	1	35	-1	-1	-1
264	1	36	-1	-1	-1
264	1	37	-1	-1	-1
264	1	38	-1	-1	-1
264	1	39	-1	-1	-1
264	1	40	-1	-1	-1
264	1	41	-1	-1	-1
264	1	42	-1	-1	-1
264	1	43	-1	-1	-1
264	1	44	-1	-1	-1
264	1	45	-1	-1	-1
264	1	46	-1	-1	-1
264	1	47	-1	-1	-1
264	1	48	-1	-1	-1
264	1	49	-1	-1	-1
264	1	50	-1	-1	-1
264	1	51	-1	-1	-1
264	1	52	-1	-1	-1
264	1	53	-1	-1	-1
264	1	54	-1	-1	-1
264	1	55	-1	-1	-1
264	1	56	-1	-1	-1
264	1	57	-1	-1	-1
264	1	58	-1	-1	-1
264	1	59	-1	-1	-1
264	1	60	-1	-1	-1
264	1	61	-1	-1	-1
264	1	62	-1	-1	-1
264	1	63	-1	-1	-1
264	1	64	-1	-1	-1
264	2	1	-1	-1	-1
264	2	2	-1	-1	-1
264	2	3	-1	-1	-1
264	2	4	-1	-1	-1
264	2	5	-1	-1	-1
264	2	6	-1	-1	-1
264	2	7	-1	-1	-1
264	2	8	-1	-1	-1
264	2	9	-1	-1	-1
264	2	10	-1	-1	-1
264	2	11	-1	-1	-1
264	2	12	-1	-1	-1
264	2	13	-1	-1	-1
264	2	14	-1	-1	-1
264	2	15	-1	-1	-1
264	2	16	-1	-1	-1
264	2	17	-1	-1	-1
264	2	18	-1	-1	-1
264	2	19	-1	-1	-1
264	2	20	-1	-1	-1
264	2	21	-1	-1	-1
264	2	22	-1	-1	-1
264	2	23	-1	-1	-1
264	2	24	-1	-1	-1
264	2	25	-1	-1	-1
264	2	26	-1	-1	-1
264	2	27	-1	-1	-1
264	2	28	-1	-1	-1
264	2	29	-1	-1	-1
264	2	30	-1	-1	-1
264	2	31	-1	-1	-1
264	2	32	-1	-1	-1
264	2	33	-1	-1	-1
264	2	34	-1	-1	-1
264	2	35	-1	-1	-1
264	2	36	-1	-1	-1
264	2	37	-1	-1	-1
264	2	38	-1	-1	-1
264	2	39	-1	-1	-1
264	2	40	-1	-1	-1
264	2	41	-1	-1	-1
264	2	42	-1	-1	-1
264	2	43	-1	-1	-1
264	2	44	-1	-1	-1
264	2	45	-1	-1	-1
264	2	46	-1	-1	-1
264	2	47	-1	-1	-1
264	2	48	-1	-1	-1
264	2	49	-1	-1	-1
264	2	50	-1	-1	-1
264	2	51	-1	-1	-1
264	2	52	-1	-1	-1
264	2	53	-1	-1	-1
264	2	54	-1	-1	-1
264	2	55	-1	-1	-1
264	2	56	-1	-1	-1
264	2	57	-1	-1	-1
264	2	58	-1	-1	-1
264	2	59	-1	-1	-1
264	2	60	-1	-1	-1
264	2	61	-1	-1	-1
264	2	62	-1	-1	-1
264	2	63	-1	-1	-1
264	2	64	-1	-1	-1
264	3	1	-1	-1	-1
264	3	2	-1	-1	-1
264	3	3	-1	-1	-1
264	3	4	-1	-1	-1
264	3	5	-1	-1	-1
264	3	6	-1	-1	-1
264	3	7	-1	-1	-1
264	3	8	-1	-1	-1
264	3	9	-1	-1	-1
264	3	10	-1	-1	-1
264	3	11	-1	-1	-1
264	3	12	-1	-1	-1
264	3	13	-1	-1	-1
264	3	14	-1	-1	-1
264	3	15	-1	-1	-1
264	3	16	-1	-1	-1
264	3	17	-1	-1	-1
264	3	18	-1	-1	-1
264	3	19	-1	-1	-1
264	3	20	-1	-1	-1
264	3	21	-1	-1	-1
264	3	22	-1	-1	-1
264	3	23	-1	-1	-1
264	3	24	-1	-1	-1
264	3	25	-1	-1	-1
264	3	26	-1	-1	-1
264	3	27	-1	-1	-1
264	3	28	-1	-1	-1
264	3	29	-1	-1	-1
264	3	30	-1	-1	-1
264	3	31	-1	-1	-1
264	3	32	-1	-1	-1
264	3	33	-1	-1	-1
264	3	34	-1	-1	-1
264	3	35	-1	-1	-1
264	3	36	-1	-1	-1
264	3	37	-1	-1	-1
264	3	38	-1	-1	-1
264	3	39	-1	-1	-1
264	3	40	-1	-1	-1
264	3	41	-1	-1	-1
264	3	42	-1	-1	-1
264	3	43	-1	-1	-1
264	3	44	-1	-1	-1
264	3	45	-1	-1	-1
264	3	46	-1	-1	-1
264	3	47	-1	-1	-1
264	3	48	-1	-1	-1
264	3	49	-1	-1	-1
264	3	50	-1	-1	-1
264	3	51	-1	-1	-1
264	3	52	-1	-1	-1
264	3	53	-1	-1	-1
264	3	54	-1	-1	-1
264	3	55	-1	-1	-1
264	3	56	-1	-1	-1
264	3	57	-1	-1	-1
264	3	58	-1	-1	-1
264	3	59	-1	-1	-1
264	3	60	-1	-1	-1
264	3	61	-1	-1	-1
264	3	62	-1	-1	-1
264	3	63	-1	-1	-1
264	3	64	-1	-1	-1
264	4	1	5	3	146
264	4	2	5	3	145
264	4	3	5	3	143
264	4	4	5	3	144
264	4	5	5	3	136
264	4	6	5	3	135
264	4	7	5	3	137
264	4	8	5	3	138
264	4	9	5	3	130
264	4	10	5	3	129
264	4	11	5	3	127
264	4	12	5	3	128
264	4	13	5	3	120
264	4	14	5	3	119
264	4	15	5	3	121
264	4	16	5	3	122
264	4	17	5	3	114
264	4	18	5	3	113
264	4	19	5	3	111
264	4	20	5	3	112
264	4	21	5	3	104
264	4	22	5	3	103
264	4	23	5	3	105
264	4	24	5	3	106
264	4	25	5	3	98
264	4	26	5	3	97
264	4	27	5	3	95
264	4	28	5	3	96
264	4	29	5	3	88
264	4	30	5	3	87
264	4	31	5	3	89
264	4	32	5	3	90
264	4	33	5	3	209
264	4	34	5	3	210
264	4	35	5	3	208
264	4	36	5	3	207
264	4	37	5	3	200
264	4	38	5	3	201
264	4	39	5	3	199
264	4	40	5	3	194
264	4	41	5	3	202
264	4	42	5	3	191
264	4	43	5	3	193
264	4	44	5	3	192
264	4	45	5	3	183
264	4	46	5	3	184
264	4	47	5	3	186
264	4	48	5	3	185
264	4	49	5	3	177
264	4	50	5	3	178
264	4	51	5	3	176
264	4	52	5	3	175
264	4	53	5	3	168
264	4	54	5	3	169
264	4	55	5	3	167
264	4	56	5	3	162
264	4	57	5	3	170
264	4	58	5	3	159
264	4	59	5	3	161
264	4	60	5	3	160
264	4	61	5	3	151
264	4	62	5	3	152
264	4	63	5	3	153
264	4	64	5	3	154
264	5	1	5	3	18
264	5	2	5	3	17
264	5	3	5	3	15
264	5	4	5	3	16
264	5	5	5	3	8
264	5	6	5	3	7
264	5	7	5	3	9
264	5	8	5	3	10
264	5	9	5	3	2
264	5	10	5	3	1
264	5	11	5	2	211
264	5	12	5	2	212
264	5	13	5	2	204
264	5	14	5	2	203
264	5	15	5	2	205
264	5	16	5	2	206
264	5	17	5	2	198
264	5	18	5	2	197
264	5	19	5	2	195
264	5	20	5	2	196
264	5	21	5	2	188
264	5	22	5	2	187
264	5	23	5	2	189
264	5	24	5	2	190
264	5	25	5	2	182
264	5	26	5	2	181
264	5	27	5	2	179
264	5	28	5	2	180
264	5	29	5	2	172
264	5	30	5	2	171
264	5	31	5	2	173
264	5	32	5	2	174
264	5	33	5	3	81
264	5	34	5	3	82
264	5	35	5	3	80
264	5	36	5	3	79
264	5	37	5	3	72
264	5	38	5	3	73
264	5	39	5	3	71
264	5	40	5	3	66
264	5	41	5	3	74
264	5	42	5	3	63
264	5	43	5	3	65
264	5	44	5	3	64
264	5	45	5	3	55
264	5	46	5	3	56
264	5	47	5	3	58
264	5	48	5	3	57
264	5	49	5	3	49
264	5	50	5	3	50
264	5	51	5	3	48
264	5	52	5	3	47
264	5	53	5	3	40
264	5	54	5	3	41
264	5	55	5	3	39
264	5	56	5	3	34
264	5	57	5	3	42
264	5	58	5	3	31
264	5	59	5	3	33
264	5	60	5	3	32
264	5	61	5	3	23
264	5	62	5	3	24
264	5	63	5	3	25
264	5	64	5	3	26
