1	1	1	1	30	2	3	2	43	48	48	1		
1	1	1	1	29	2	3	2	44	48	48	2		
1	1	1	1	31	2	3	2	45	48	48	3		
1	1	1	1	32	2	3	2	46	48	48	4		
1	1	2	8	34	2	3	2	47	48	48	5		
1	1	2	8	33	2	3	2	48	48	48	6		
1	1	2	8	35	2	3	2	49	48	48	7		
1	1	2	8	36	2	3	2	50	48	48	8		
1	1	1	1	27	2	3	2	51	48	48	9		
1	1	1	1	28	2	3	2	52	48	48	10		
1	1	1	1	26	2	3	2	53	48	48	11		
1	1	1	1	25	2	3	2	54	48	48	12		
1	1	2	8	41	2	3	2	55	48	48	13		
1	1	2	8	38	2	3	2	56	48	48	14		
1	1	2	8	37	2	3	2	57	48	48	15		
1	1	2	8	39	2	3	2	58	48	48	16
1	1	1	1	22	2	3	2	59	48	48	17
1	1	1	1	21	2	3	2	60	48	48	18
1	1	1	1	23	2	3	2	61	48	48	19
1	1	1	1	24	2	3	2	62	48	48	20
1	1	2	8	40	2	3	2	63	48	48	21
1	1	2	8	43	2	3	2	64	48	48	22
1	1	2	8	44	2	3	2	65	48	48	23
1	1	2	8	42	2	3	2	66	48	48	24
1	1	1	1	19	2	3	2	67	48	48	25
1	1	1	1	20	2	3	2	68	48	48	26
1	1	1	1	18	2	3	2	69	48	48	27
1	1	1	1	17	2	3	2	70	48	48	28
1	1	2	8	47	2	3	2	71	48	48	29
1	1	2	8	48	2	3	2	72	48	48	30
1	1	2	8	46	2	3	2	73	48	48	31
1	1	2	8	45	2	3	2	74	48	48	32
1	1	1	1	14	2	3	2	75	48	48	33
1	1	1	1	13	2	3	2	76	48	48	34
1	1	1	1	15	2	3	2	77	48	48	35
1	1	1	1	16	2	3	2	78	48	48	36
1	1	2	8	50	2	3	2	79	48	48	37
1	1	2	8	49	2	3	2	80	48	48	38
1	1	2	8	51	2	3	2	81	48	48	39
1	1	2	8	52	2	3	2	82	48	48	40
1	1	1	1	11	2	3	2	83	48	48	41
1	1	1	1	12	2	3	2	84	48	48	42
1	1	1	1	10	2	3	2	85	48	48	43
1	1	1	1	9	2	3	2	86	48	48	44
1	1	2	8	57	2	3	2	87	48	48	45
1	1	2	8	54	2	3	2	88	48	48	46
1	1	2	8	53	2	3	2	89	48	48	47
1	1	2	8	55	2	3	2	90	48	48	48
1	1	1	1	6	2	3	2	91	48	48	49
1	1	1	1	5	2	3	2	92	48	48	50
1	1	1	1	7	2	3	2	93	48	48	51
1	1	1	1	8	2	3	2	94	48	48	52
1	1	2	8	56	2	3	2	95	48	48	53
1	1	2	8	59	2	3	2	96	48	48	54
1	1	2	8	60	2	3	2	97	48	48	55
1	1	2	8	58	2	3	2	98	48	48	56
1	1	1	1	3	2	3	2	99	48	48	57
1	1	1	1	4	2	3	2	100	48	48	58
1	1	1	1	2	2	3	2	101	48	48	59
1	1	1	1	1	2	3	2	102	48	48	60
1	1	2	8	64	2	3	2	103	48	48	61
1	1	2	8	63	2	3	2	104	48	48	62
1	1	2	8	62	2	3	2	105	48	48	63
1	1	2	8	61	2	3	2	106	48	48	64
1	1	1	1	61	2	3	2	107	48	48	65
1	1	1	1	62	2	3	2	108	48	48	66
1	1	1	1	63	2	3	2	109	48	48	67
1	1	1	1	64	2	3	2	110	48	48	68
1	1	2	8	1	2	3	2	111	48	48	69
1	1	2	8	2	2	3	2	112	48	48	70
1	1	2	8	4	2	3	2	113	48	48	71
1	1	2	8	3	2	3	2	114	48	48	72
1	1	1	1	58	2	3	2	115	48	48	73
1	1	1	1	60	2	3	2	116	48	48	74
1	1	1	1	59	2	3	2	117	48	48	75
1	1	1	1	56	2	3	2	118	48	48	76
1	1	2	8	8	2	3	2	119	48	48	77
1	1	2	8	7	2	3	2	120	48	48	78
1	1	2	8	5	2	3	2	121	48	48	79
1	1	2	8	6	2	3	2	122	48	48	80
1	1	1	1	55	2	3	2	123	48	48	81
1	1	1	1	53	2	3	2	124	48	48	82
1	1	1	1	54	2	3	2	125	48	48	83
1	1	1	1	57	2	3	2	126	48	48	84
1	1	2	8	9	2	3	2	127	48	48	85
1	1	2	8	10	2	3	2	128	48	48	86
1	1	2	8	12	2	3	2	129	48	48	87
1	1	2	8	11	2	3	2	130	48	48	88
1	1	1	1	52	2	3	2	131	48	48	89
1	1	1	1	51	2	3	2	132	48	48	90
1	1	1	1	49	2	3	2	133	48	48	91
1	1	1	1	50	2	3	2	134	48	48	92
1	1	2	8	16	2	3	2	135	48	48	93
1	1	2	8	15	2	3	2	136	48	48	94
1	1	2	8	13	2	3	2	137	48	48	95
1	1	2	8	14	2	3	2	138	48	48	96
1	1	1	1	45	2	3	2	139	48	48	97
1	1	1	1	46	2	3	2	140	48	48	98
1	1	1	1	48	2	3	2	141	48	48	99
1	1	1	1	47	2	3	2	142	48	48	100
1	1	2	8	17	2	3	2	143	48	48	101
1	1	2	8	18	2	3	2	144	48	48	102
1	1	2	8	20	2	3	2	145	48	48	103
1	1	2	8	19	2	3	2	146	48	48	104
1	1	1	1	42	2	3	2	147	48	48	105
1	1	1	1	44	2	3	2	148	48	48	106
1	1	1	1	43	2	3	2	149	48	48	107
1	1	1	1	40	2	3	2	150	48	48	108
1	1	2	8	24	2	3	2	151	48	48	109
1	1	2	8	23	2	3	2	152	48	48	110
1	1	2	8	21	2	3	2	153	48	48	111
1	1	2	8	22	2	3	2	154	48	48	112
1	1	1	1	39	2	3	2	155	48	48	113
1	1	1	1	37	2	3	2	156	48	48	114
1	1	1	1	38	2	3	2	157	48	48	115
1	1	1	1	41	2	3	2	158	48	48	116
1	1	2	8	25	2	3	2	159	48	48	117
1	1	2	8	26	2	3	2	160	48	48	118
1	1	2	8	28	2	3	2	161	48	48	119
1	1	2	8	27	2	3	2	162	48	48	120
1	1	1	1	36	2	3	2	163	48	48	121
1	1	1	1	35	2	3	2	164	48	48	122
1	1	1	1	33	2	3	2	165	48	48	123
1	1	1	1	34	2	3	2	166	48	48	124
1	1	2	8	32	2	3	2	167	48	48	125
1	1	2	8	31	2	3	2	168	48	48	126
1	1	2	8	29	2	3	2	169	48	48	127
1	1	2	8	30	2	3	2	170	48	48	128
1	1	1	3	30	2	2	1	1	57	57	1
1	1	1	3	29	2	2	1	2	57	57	2
1	1	1	3	31	2	2	1	3	57	57	3
1	1	1	3	32	2	2	1	4	57	57	4
1	1	2	6	34	2	2	1	5	57	57	5
1	1	2	6	33	2	2	1	6	57	57	6
1	1	2	6	35	2	2	1	7	57	57	7
1	1	2	6	36	2	2	1	8	57	57	8
1	1	1	3	27	2	2	1	9	57	57	9
1	1	1	3	28	2	2	1	10	57	57	10
1	1	1	3	26	2	2	1	11	57	57	11
1	1	1	3	25	2	2	1	12	57	57	12
1	1	2	6	41	2	2	1	13	57	57	13
1	1	2	6	38	2	2	1	14	57	57	14
1	1	2	6	37	2	2	1	15	57	57	15
1	1	2	6	39	2	2	1	16	57	57	16
1	1	1	3	22	2	2	1	17	57	57	17
1	1	1	3	21	2	2	1	18	57	57	18
1	1	1	3	23	2	2	1	19	57	57	19
1	1	1	3	24	2	2	1	20	57	57	20
1	1	2	6	40	2	2	1	21	57	57	21
1	1	2	6	43	2	2	1	22	57	57	22
1	1	2	6	44	2	2	1	23	57	57	23
1	1	2	6	42	2	2	1	24	57	57	24
1	1	1	3	19	2	2	1	25	57	57	25
1	1	1	3	20	2	2	1	26	57	57	26
1	1	1	3	18	2	2	1	27	57	57	27
1	1	1	3	17	2	2	1	28	57	57	28
1	1	2	6	47	2	2	1	29	57	57	29
1	1	2	6	48	2	2	1	30	57	57	30
1	1	2	6	46	2	2	1	31	57	57	31
1	1	2	6	45	2	2	1	32	57	57	32
1	1	1	3	14	2	2	1	33	57	57	33
1	1	1	3	13	2	2	1	34	57	57	34
1	1	1	3	15	2	2	1	35	57	57	35
1	1	1	3	16	2	2	1	36	57	57	36
1	1	2	6	50	2	2	1	37	57	57	37
1	1	2	6	49	2	2	1	38	57	57	38
