#BLTrackFile NTuple/Z15050
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-170.058 134.713 15050 -168.543 136.196 322.76 63.9335 211 181219 1 0 1
128.929 -26.7035 15050 107.653 -21.0738 408.464 68.124 -13 181938 1001 1 1
-93.7723 -4.9256 15050 -39.7243 3.59882 136.128 130.896 -13 182199 1001 1 1
-149.029 -21.3508 15050 -109.496 -31.1357 217.621 63.8043 -13 182278 1001 1 1
-79.9552 115.457 15050 -47.3427 60.7283 237.041 67.7808 -13 182432 1001 1 1
7.3893 7.45302 15050 -11.6109 19.1749 387.718 55.4327 -13 182512 1001 1 1
-246.638 -47.8193 15050 -229.793 -39.6886 294.108 92.6878 -13 182612 1001 1 1
80.8613 -142.628 15050 85.8521 -155.367 360.058 58.0944 -13 183332 1001 1 1
-15.396 -5.2173 15050 -14.798 -8.5963 290.808 53.2584 -13 184755 1001 1 1
6.82774 82.429 15050 -7.50942 46.7388 308.717 73.928 -13 185752 1001 1 1
-270.515 45.8447 15050 -247.262 48.3094 298.184 81.416 211 186282 1 0 1
-319.299 -20.2207 15050 -195.183 -16.9044 196.998 105.064 -13 188321 1001 1 1
192.268 38.4888 15050 115.791 -0.367655 47.6874 112.478 2112 190133 1001 1 1
-301.242 90.3548 15050 -54.666 23.5362 58.577 103.494 22 190133 1007 1006 1
312.31 -140.836 15050 66.4707 -23.9726 21.4145 104.519 22 190133 1008 1006 1
-27.3878 -35.4669 15050 -52.2636 -73.5901 384.011 77.8466 211 191952 1 0 1
24.6017 -1.33688 15050 39.6681 2.81137 404.17 52.6795 -13 192351 1001 1 1
-262.095 -14.9025 15050 -245.752 -10.2709 299.08 85.0048 211 192634 1 0 1
-44.6462 -14.4276 15050 -82.4138 -16.8257 380.785 63.2186 211 193234 1 0 1
27.1832 127.868 15050 26.0215 98.7181 374.444 78.4569 211 193482 1 0 1
-100.328 18.2993 15050 -108.83 -9.17578 288.965 108.954 -13 193963 1001 1 1
-100.489 191.845 15050 -80.3181 228.176 295.655 60.1748 211 194564 1 0 1
-243.57 -157.896 15050 -225.633 -145.81 288.412 157.969 211 195210 1 0 1
-12.9002 92.513 15050 -13.5612 48.7524 310.211 117.973 -13 197610 1001 1 1
-10.3527 -21.4403 15050 -21.0961 -38.2637 301.601 68.6651 -13 198854 1001 1 1
-303.352 -92.0719 15050 -209.339 -70.1361 220.162 162.826 -13 200284 1001 1 1
-202.734 30.4734 15050 -156.075 22.1023 245.355 75.1649 -13 203837 1001 1 1
-34.958 106.386 15050 -35.7617 110.253 361.11 53.621 -13 204309 1001 1 1
-6.518 -1.35539 15050 -43.343 -23.9247 388.916 84.4577 211 204525 1 0 1
31.4275 140.668 15050 30.005 132.104 371.752 63.6441 211 206630 1 0 1
-172.439 -30.6956 15050 -162.373 -36.9788 271.288 132.135 -13 207099 1001 1 1
20.092 26.656 15050 9.61121 4.82122 387.832 60.7136 211 208195 1 0 1
63.0626 60.8671 15050 151.958 160.96 299.194 119.216 2112 208306 1001 1 1
-177.308 126.008 15050 -64.9812 50.9945 49.4131 118.587 22 208306 1004 1002 1
116.687 -41.5286 15050 60.2367 -15.7139 65.8634 118.335 22 208306 1007 1006 1
-405.76 364.077 15050 -50.4383 46.9606 16.55 119.614 22 208306 1008 1006 1
-298.669 35.1385 15050 -204.326 21.5734 217.297 86.3152 -13 212369 1001 1 1
-173.999 -58.8735 15050 -150.395 -64.1202 259.191 145.742 -13 212746 1001 1 1
-155.824 38.6013 15050 -129.143 16.7851 238.882 70.7079 -13 214049 1001 1 1
46.3118 56.2252 15050 31.9838 30.8037 388.343 70.2638 211 214860 1 0 1
-6.15265 55.9879 15050 -9.08555 19.1632 396.397 90.0564 211 215450 1 0 1
77.7557 94.2083 15050 72.1347 79.7636 372.714 63.0624 211 215902 1 0 1
12.3799 82.4914 15050 29.0411 48.7663 389.492 110.715 211 215964 1 0 1
-163.802 20.8602 15050 -192.536 22.4384 339.405 71.3627 211 216037 1 0 1
-200.843 133.138 15050 -182.083 92.9268 326.568 75.3495 211 217063 1 0 1
-40.328 -25.7324 15050 -70.0604 -45.67 379.619 68.3256 211 217225 1 0 1
-145.53 248.39 15050 -128.909 217.888 291.252 71.3802 211 217658 1 0 1
-242.531 183.472 15050 -213.251 171.775 270.102 71.5532 211 218195 1 0 1
-55.0471 -7.4783 15050 -42.1833 -9.95683 292.006 53.2331 -13 218679 1001 1 1
-77.1653 33.0471 15050 -105.219 38.6905 411.737 52.191 -13 219458 1001 1 1
-34.4686 -28.3899 15050 -23.0562 -35.915 223.709 84.0818 -13 219824 1001 1 1
15.3052 1.80597 15050 -12.6067 -24.9792 394.143 109.265 -13 220040 1001 1 1
32.7634 125.268 15050 23.5508 95.9854 360.447 64.4421 -13 220503 1001 1 1
-226.285 -143.638 15050 -197.845 -131.109 281.347 101.122 -13 222688 1001 1 1
-26.7056 -149.411 15050 -25.7317 -152.752 366.904 55.0448 -13 223382 1001 1 1
37.6041 55.4499 15050 16.6278 34.1654 364.257 82.7554 -13 223410 1001 1 1
-62.8123 -91.9715 15050 -75.6072 -125.328 332.065 590.296 -13 223426 1001 1 1
-59.1014 -176.782 15050 -45.8942 -151.452 304.18 56.3253 -13 223524 1001 1 1
-50.1834 11.3376 15050 -39.2297 -47.7066 436.532 112.022 -13 223975 1001 1 1
-207.371 153.87 15050 -211.895 66.8862 265.862 66.899 2112 224324 1003 1 1
-75.5757 1.15143 15050 -110.31 11.9004 370.502 68.6844 211 224562 1 0 1
119.275 177.446 15050 64.4158 87.5314 175.494 65.1141 -13 225102 1001 1 1
107.622 52.3124 15050 108.934 62.1092 392.307 53.7048 -13 226858 1001 1 1
-96.2985 -90.7273 15050 -82.6434 -77.0808 254.801 107.766 -13 227042 1001 1 1
-346.854 216.846 15050 -257.442 174.1 219.806 89.8339 211 228531 1 0 1
0.307101 -82.7942 15050 12.5937 -84.9294 286 54.2046 -13 229356 1001 1 1
-138.307 -96.1712 15050 -151.455 -112.932 333.243 75.6919 -13 229642 1001 1 1
31.6778 133.818 15050 12.5361 85.4422 294.291 69.1123 -13 230280 1001 1 1
-95.65 -18.0651 15050 -96.8714 -12.5917 317.119 54.1342 -13 230349 1001 1 1
10.2807 66.3352 15050 -17.0353 39.4693 301.631 86.8155 -13 230448 1001 1 1
-26.0453 48.6842 15050 -25.8606 40.7102 438.792 53.6818 -13 231106 1001 1 1
32.8257 49.8019 15050 39.5815 43.3285 379.909 53.147 -13 231121 1001 1 1
-145.771 -17.2441 15050 -145.928 -31.8671 291.323 110.83 -13 232734 1001 1 1
-30.4662 -120.72 15050 -38.7401 -183.608 406.414 77.7546 -13 232837 1001 1 1
-224.701 41.5932 15050 -217.44 40.6068 317.746 74.979 211 232858 1 0 1
-165.541 -30.0875 15050 -179.004 -32.336 339.557 67.2701 -13 233022 1001 1 1
-115.874 -51.1502 15050 -151.895 -67.6231 358.601 66.3423 211 233073 1 0 1
-157.586 196.97 15050 -96.911 124.802 196.892 67.7467 -13 233874 1001 1 1
-1.68332 89.0914 15050 -12.1506 52.58 378.48 158.824 -13 234066 1001 1 1
-73.8873 -56.1117 15050 -70.0718 -55.7662 251.606 138.372 -13 235179 1001 1 1
-252.64 -25.1979 15050 -242.249 -24.2079 302.602 103.193 211 235184 1 0 1
-146.416 63.7119 15050 -95.9873 38.757 201.168 63.48 -13 235765 1001 1 1
-106.234 -35.5292 15050 -122.273 -44.8454 311.765 273.705 -13 235811 1001 1 1
-9.55847 148.614 15050 -4.47608 134.003 372.896 67.8901 211 269319 1 0 1
103.501 -55.2363 15050 143.398 -115.641 311.484 81.6121 211 269846 1 0 1
-52.0058 -47.6718 15050 -59.24 -46.3105 277.507 101.927 -13 270535 1001 1 1
18.044 114.661 15050 16.4515 95.7238 383.024 67.9372 211 270632 1 0 1
-216.027 -110.854 15050 -198.212 -98.391 302.717 61.466 -13 270854 1001 1 1
4.17008 38.9741 15050 -1.447 0.590725 313.534 106.846 -13 271169 1001 1 1
-26.5059 -39.6669 15050 -46.8875 -79.8362 386.459 91.6549 211 271177 1 0 1
-264.053 59.9005 15050 -165.028 30.6526 193.936 75.8923 -13 271263 1001 1 1
29.0158 -36.5085 15050 39.654 -49.507 327.378 56.3065 -13 271287 1001 1 1
-248.966 38.1284 15050 -239.104 41.6887 303.226 80.2991 211 271330 1 0 1
-41.6042 -41.1823 15050 -69.6668 -73.753 379.425 72.912 211 271353 1 0 1
230.965 -194.549 15050 60.2217 -68.8759 42.7473 72.982 22 271671 1004 1002 1
-17.6815 70.786 15050 -81.2909 58.7272 259.686 73.6618 2112 271671 1005 1 1
33.3415 53.4442 15050 18.901 24.8975 391.442 85.2381 -13 271673 1001 1 1
-280.253 136.03 15050 -179.409 76.8515 192.396 77.5342 -13 271704 1001 1 1
-124.49 46.6586 15050 -224.945 119.309 291.939 82.5508 211 272152 1 0 1
228.357 137.896 15050 114.803 64.4927 169.79 96.5482 -13 272463 1001 1 1
6.8314 -4.10181 15050 -22.5489 -25.3186 389.906 70.1685 211 272619 1 0 1
-153.792 -136.973 15050 -106.509 -104.014 182.423 103.367 -13 272656 1001 1 1
-132.047 -139.373 15050 -46.4727 -77.6744 130.542 103.304 14 272656 1002 1 1
-257.85 100.779 15050 -235.063 85.2999 290.001 72.1485 211 272940 1 0 1
-34.5758 13.3209 15050 -45.5129 -10.3494 278.86 98.216 -13 272995 1001 1 1
-45.4191 47.042 15050 -49.4413 61.1329 391.212 52.6558 -13 273390 1001 1 1
37.9335 1.88587 15050 59.0589 5.08588 395.882 53.2175 -13 273454 1001 1 1
-230.63 -59.6752 15050 -233.784 -56.7605 308.58 82.5834 211 273892 1 0 1
-28.6061 -150.869 15050 -18.5881 -103.156 244.678 56.6839 -13 273918 1001 1 1
14.8572 168.844 15050 28.9293 47.7187 41.8649 75.9222 22 273974 1005 1003 1
-94.1622 120.253 15050 -86.0941 76.8701 221.276 105.118 -13 274185 1001 1 1
-203.093 62.1857 15050 -218.32 64.5723 324.057 70.7653 -13 274472 1001 1 1
-289.97 83.0632 15050 -193.736 47.3435 202.773 77.3645 -13 274478 1001 1 1
118.125 -42.7484 15050 109.065 -33.6596 336.491 54.5647 -13 274661 1001 1 1
-197.509 -112.222 15050 -103.375 -79.5043 167.632 121.92 -13 274860 1001 1 1
46.9688 32.5229 15050 16.5238 12.3472 275.347 85.8522 -13 274864 1001 1 1
-245.357 17.5752 15050 -220.167 10.5512 279.744 108.452 -13 274932 1001 1 1
-59.1656 3.85877 15050 -45.411 -11.5845 205.997 81.4961 -13 275441 1001 1 1
57.0412 143.489 15050 34.896 92.8259 235.56 58.225 -13 275514 1001 1 1
-47.0237 -28.7799 15050 -37.3513 -22.2991 264.171 78.0234 2112 275632 1002 1 1
-3.88442 -157.633 15050 9.14155 -51.1489 47.0541 77.0767 22 275632 1006 1005 1
-340.777 -144.274 15050 -182.205 -73.8005 75.0713 77.6397 22 275632 1007 1005 1
235.959 -114.475 15050 107.308 -47.7457 143.093 76.3685 -11 275923 1002 1001 1
243.66 -93.9555 15050 7.49387 -1.47225 9.53473 76.3712 11 275923 1004 1003 1
-57.6561 1.59953 15050 -40.3533 -1.467 303.994 53.6665 -13 275936 1001 1 1
-104.001 -81.13 15050 -138.454 -107.641 353.413 133.18 211 276009 1 0 1
-149.226 185.592 15050 -91.5554 108.946 216.611 67.0202 -13 277132 1001 1 1
2.6696 -63.8365 15050 4.48854 -105.074 386.048 63.4049 -13 277229 1001 1 1
37.6859 36.6842 15050 14.1577 14.2226 389.385 73.2318 211 278342 1 0 1
-55.5408 5.00541 15050 -70.355 -9.24323 289.801 71.2192 -13 278734 1001 1 1
14.3258 92.1183 15050 4.30326 69.7677 388.229 66.1763 211 278801 1 0 1
-11.738 13.4919 15050 -17.229 -2.47787 344.956 53.7703 -13 278985 1001 1 1
-301.977 155.191 15050 -148.822 65.5734 158.3 83.6814 -13 279088 1001 1 1
-325.061 21.9488 15050 -187.419 18.1318 187.842 84.4161 -13 279164 1001 1 1
40.2243 60.5468 15050 19.5782 33.0351 386.624 79.1766 211 279244 1 0 1
-206.444 19.4123 15050 -82.0482 9.2154 128.831 97.6807 2112 279442 1003 1 1
18.4472 76.5515 15050 8.0973 45.7021 309.372 63.8444 -13 279540 1001 1 1
-211.909 -75.6075 15050 -214.837 -79.9425 314.585 80.7042 211 279606 1 0 1
-76.0607 48.6775 15050 -62.6482 -6.56935 199.761 170.053 -13 279693 1001 1 1
-16.1419 55.509 15050 -19.6248 20.7698 284.833 84.3281 -13 279700 1001 1 1
40.1928 45.0691 15050 23.3832 26.3422 389.588 63.8941 211 279823 1 0 1
-149.208 -9.7147 15050 -173.038 -13.8352 353.064 62.729 211 280120 1 0 1
-109.364 21.9898 15050 -127.223 28.0311 358.473 56.2957 -13 280225 1001 1 1
-99.631 -76.8934 15050 -127.335 -98.324 358.009 72.7373 211 280353 1 0 1
13.914 17.2829 15050 -6.0956 -11.2029 319.409 90.9018 -13 280584 1001 1 1
-30.9093 3.20387 15050 -18.5338 0.43268 343.491 53.7067 -13 280819 1001 1 1
-106.367 -84.1977 15050 -116.263 -85.511 329.23 58.1027 -13 280820 1001 1 1
1.01614 114.286 15050 -22.4624 72.5295 279.096 101.37 -13 281087 1001 1 1
-178.755 137.92 15050 -168.83 131.451 327.203 60.5524 211 281099 1 0 1
-39.9643 -24.8885 15050 -79.2238 -37.5958 381.393 78.4982 211 281227 1 0 1
22.0025 68.5305 15050 -0.0289574 48.9405 390.493 89.5824 211 281243 1 0 1
18.3282 4.40957 15050 -0.135381 38.0965 340.562 99.4777 -13 281247 1001 1 1
-140.164 3.26127 15050 -126.777 4.87214 261.223 74.5633 -13 281397 1001 1 1
-71.8549 102.335 15050 -65.2307 101 343.304 56.5082 -13 281685 1001 1 1
-314.139 -26.5468 15050 -249.744 -25.6545 258.081 201.76 -13 281807 1001 1 1
-38.7131 -47.912 15050 -60.3711 -82.3371 369.029 122.857 -13 281912 1001 1 1
-33.284 5.62053 15050 -43.2933 -2.44756 247.768 76.216 -13 282013 1001 1 1
-193.292 36.0625 15050 -205.454 35.6701 328.682 79.5154 211 282841 1 0 1
-2.26401 28.9033 15050 -10.1775 29.2842 426.763 51.4888 -13 282940 1001 1 1
-230.533 -133.448 15050 -217.215 -125.245 297.216 97.2164 211 283109 1 0 1
-176.23 -89.5108 15050 -189.473 -101.861 327.886 91.6765 211 283117 1 0 1
-26.6834 65.8127 15050 -38.9888 41.3253 231.548 70.6736 -13 283371 1001 1 1
2.80413 112.194 15050 -6.52057 83.6553 387.104 92.9142 211 283814 1 0 1
-76.7962 75.9509 15050 -76.8021 34.3378 250.992 76.7843 -13 283833 1001 1 1
93.4271 -113.884 15050 60.0748 -77.5699 207.105 59.633 -13 283960 1001 1 1
-281.286 -38.7361 15050 -253.009 -35.9116 297.769 80.7145 211 284019 1 0 1
-80.3282 52.8287 15050 -61.6653 44.8942 406.835 61.4032 -13 284205 1001 1 1
-177.156 54.7956 15050 -203.171 73.0112 321.859 71.6861 211 284310 1 0 1
-9.04582 83.8606 15050 -5.42867 56.2065 204.14 66.1761 -13 284618 1001 1 1
-183.381 205.987 15050 -100.101 105.493 160.724 286.755 -13 284831 1001 1 1
124.097 -32.1003 15050 110.745 -28.1611 302.179 55.0623 -13 284896 1001 1 1
-48.4839 -47.3082 15050 -76.0281 -80.4829 378.278 67.9423 211 284901 1 0 1
58.304 67.7251 15050 49.3594 50.8539 386.45 61.3399 211 284978 1 0 1
-65.8375 -188.575 15050 -87.2179 -172.392 136.653 74.6923 2112 285112 1001 1 1
109.039 81.5895 15050 93.6448 82.6628 224.626 72.9833 2212 285112 1005 1 1
-144.306 -31.1059 15050 -168.482 -41.6292 348.042 68.9165 211 285175 1 0 1
136.52 210.473 15050 135.962 205.705 312.078 73.1605 -13 285386 1001 1 1
-6.2574 41.7919 15050 -16.864 6.53193 394.479 79.7838 211 285671 1 0 1
-9.16163 117.072 15050 -29.1634 67.5265 265.065 67.7467 -13 286040 1001 1 1
165.948 -48.3001 15050 93.1208 -27.4585 190.53 63.869 -13 286237 1001 1 1
95.091 -90.649 15050 58.9881 -61.2209 265.896 321.502 -13 286798 1001 1 1
-32.0194 10.5469 15050 -20.8503 9.51656 273.208 53.9163 -13 286819 1001 1 1
-52.2262 199.329 15050 -40.6323 171.105 290.862 61.4861 -13 286951 1001 1 1
-172.186 -83.7692 15050 -110.028 -55.3068 191.42 89.7468 -13 286986 1001 1 1
-33.5165 -27.809 15050 -38.5595 -37.3058 267.794 96.953 -13 287256 1001 1 1
-219.854 -62.8648 15050 -221.58 -62.1313 330.558 58.838 -13 287543 1001 1 1
-243.915 -51.5366 15050 -220.608 -47.6376 280.714 110.972 -13 287598 1001 1 1
-8.20517 4.68801 15050 -16.6177 16.0401 352.544 54.6237 -13 287827 1001 1 1
43.6078 34.311 15050 18.6809 17.01 391.667 65.0541 211 288121 1 0 1
31.8963 61.6717 15050 17.745 31.2252 389.214 106.843 211 288172 1 0 1
-25.8457 -36.4165 15050 -51.2992 -68.7079 386.44 69.9146 211 288372 1 0 1
76.8037 53.4205 15050 55.0616 34.4272 383.179 116.208 211 288800 1 0 1
-152.848 -18.5379 15050 -148.732 -14.969 360.507 56.291 -13 289213 1001 1 1
-205.687 42.5708 15050 -122.031 24.8973 208.853 62.1459 -13 289297 1001 1 1
86.9263 177.202 15050 109.126 126.895 237.05 62.3194 -13 289380 1001 1 1
36.5912 158.355 15050 2.59354 36.8979 98.772 62.2284 14 289380 1002 1 1
-82.3327 -47.6346 15050 -69.5531 -40.0011 236.9 101.667 -13 290043 1001 1 1
-48.3255 196.754 15050 -42.127 187.365 335.199 59.2124 211 290205 1 0 1
86.6224 63.248 15050 69.8793 44.6668 378.977 75.2509 211 290214 1 0 1
-7.1119 6.35094 15050 -16.9775 -11.9099 241.98 75.2055 -13 290478 1001 1 1
-198.838 106.221 15050 -169.418 82.1567 280.767 60.1098 -13 290643 1001 1 1
-166.575 -43.5501 15050 -197.993 -52.505 341.719 91.8135 -13 290674 1001 1 1
-12.7089 -8.18667 15050 -24.5889 -45.7796 393.088 87.0106 211 290875 1 0 1
26.8082 116.423 15050 29.5396 87.0756 383.152 105.916 211 291518 1 0 1
34.2543 -82.081 15050 45.2403 -116.545 379.443 61.9727 -13 291856 1001 1 1
61.794 -79.2978 15050 33.3652 -42.776 245.579 59.85 -13 291942 1001 1 1
-36.061 -31.2011 15050 -71.2466 -55.9656 374.09 80.1698 -13 292458 1001 1 1
-40.7177 -56.4002 15050 -64.4086 -93.6095 379.288 80.2203 211 292487 1 0 1
-174.493 65.7433 15050 -182.942 83.2613 326.709 99.4194 211 292534 1 0 1
99.5123 -26.6664 15050 77.9619 -26.0889 375.156 62.2833 -13 292587 1001 1 1
13.1286 82.3871 15050 -6.11424 52.5019 337.306 99.4348 -13 292612 1001 1 1
9.90655 158.93 15050 1.16222 88.626 213.173 61.9748 -13 292690 1001 1 1
-210.911 -160.346 15050 -135.698 -121.423 209.997 280.507 -13 292821 1001 1 1
285.668 -67.3471 15050 80.9115 -12.1502 47.8453 86.1246 22 293053 1003 1002 1
19.2361 45.7343 15050 -6.86775 20.3357 385.365 86.3603 211 293749 1 0 1
63.8758 83.3438 15050 54.4259 66.3949 381.453 74.8331 211 293798 1 0 1
-59.8747 -10.7306 15050 -33.284 -6.09164 355.901 58.7378 -13 293925 1001 1 1
-21.4464 110.6 15050 -15.993 91.8429 386.568 75.6428 211 293952 1 0 1
20.4106 78.5917 15050 11.1753 44.8086 372.444 125.045 -13 294459 1001 1 1
2.0705 14.4809 15050 -15.1986 -15.5821 396.158 63.2543 211 294557 1 0 1
-710.611 -267.627 15050 -30.7248 -11.5275 8.07806 66.4986 11 294634 1007 1005 1
-57.6246 41.7641 15050 -36.8158 26.4484 336.261 58.2741 -13 294690 1001 1 1
-182.851 -113.15 15050 -99.3807 -82.5381 173.376 131.671 -13 295126 1001 1 1
88.0036 -33.8328 15050 77.1299 -32.2262 374.526 54.0308 -13 295261 1001 1 1
-272.457 133.329 15050 -233.212 114.084 278.609 94.1836 211 295469 1 0 1
68.9741 63.8752 15050 30.4428 61.8961 378.616 73.8736 211 295471 1 0 1
-86.5807 -93.2152 15050 -119.125 -123.335 357.753 98.8022 211 295802 1 0 1
-10.0592 -8.84184 15050 -14.2241 -29.1459 305.174 127.265 -13 296010 1001 1 1
-9.23407 42.4356 15050 -32.7126 12.1418 325.102 92.6099 -13 296214 1001 1 1
-248.554 63.0321 15050 -206.953 41.6713 249.016 85.4076 -13 296826 1001 1 1
-277.864 76.5914 15050 -187.887 45.499 214.729 191.919 -13 296946 1001 1 1
19.0818 88.5158 15050 7.77598 75.5237 388.176 66.3693 211 297111 1 0 1
-20.0757 58.9794 15050 -45.2624 52.0048 263.601 134.392 -13 297274 1001 1 1
-177.647 15.4512 15050 -132.679 -5.31714 225.261 69.2657 -13 297396 1001 1 1
-61.8471 -350.127 15050 -28.0523 -179.929 165.185 229.951 -13 297546 1001 1 1
-74.5234 -70.1251 15050 -82.261 -81.2092 348.114 54.0675 -13 297581 1001 1 1
-57.6439 -37.3399 15050 -79.8647 -67.0208 355.65 104.833 -13 297649 1001 1 1
-173.882 -50.6901 15050 -181.885 -56.8802 307.289 87.3641 -13 297675 1001 1 1
9.38064 29.3307 15050 -7.98274 0.881606 390.849 64.911 211 297874 1 0 1
-162.831 -65.5177 15050 -116.521 -42.6748 221.087 68.2858 -13 297886 1001 1 1
-15.4572 74.2651 15050 -33.8791 50.6824 236.822 85.6553 -13 297920 1001 1 1
17.6968 26.3166 15050 -14.0908 -1.76861 390.793 87.279 211 298175 1 0 1
74.5877 76.3038 15050 33.608 44.5988 221.596 80.9466 -13 298482 1001 1 1
-17.8077 -10.7559 15050 -19.8845 -11.067 265.711 55.139 -13 298509 1001 1 1
-44.2487 -61.1074 15050 -48.9683 -101.818 341.726 117.922 -13 299889 1001 1 1
-255.63 -17.715 15050 -208.266 -14.2088 263.835 81.5078 -13 300013 1001 1 1
-417.836 165.147 15050 -48.0947 22.7 33.2854 81.961 14 300013 1002 1 1
36.9851 94.0867 15050 21.1112 124.705 365.691 65.8342 211 300091 1 0 1
-76.9669 204.75 15050 -47.1742 119.604 188.437 72.8151 -13 300162 1001 1 1
38.7312 84.0313 15050 12.7834 46.1989 237.574 91.0569 -13 300401 1001 1 1
-220.168 96.006 15050 -228.455 105.632 328.383 62.7365 -13 300410 1001 1 1
-74.3835 -18.7775 15050 -157.831 -56.1284 349.193 63.1739 211 300771 1 0 1
-182.965 109.191 15050 -159.831 92.5614 267.524 78.6236 -13 301652 1001 1 1
-148.239 127.847 15050 -135.99 118.318 352.18 59.4124 211 301991 1 0 1
-257.516 20.6427 15050 -236.938 17.9482 279.219 88.237 -13 302067 1001 1 1
51.8151 158.945 15050 30.4934 91.3803 235.657 78.411 -13 303089 1001 1 1
-16.5679 120.159 15050 -9.2816 95.7717 386.411 110.161 211 303156 1 0 1
14.7097 17.5923 15050 20.2419 35.2884 383.705 53.2527 -13 303224 1001 1 1
-104.173 114.07 15050 -93.2576 74.7012 219.066 129.951 -13 303462 1001 1 1
-48.9048 -12.386 15050 -89.2659 -22.3683 378.433 72.454 211 303489 1 0 1
-136.053 42.0798 15050 -119.966 45.0135 371.8 60.1807 -13 303641 1001 1 1
100.942 92.8233 15050 85.836 74.4293 374.421 80.2261 211 303931 1 0 1
-280.85 -63.559 15050 -180.735 -39.7925 211.754 209.329 -13 304188 1001 1 1
27.1251 18.286 15050 35.565 32.3554 389.697 53.2221 -13 304239 1001 1 1
6.94692 -24.4276 15050 4.33131 -50.5738 386.81 78.2003 211 305129 1 0 1
11.6231 21.1085 15050 14.2325 65.5503 377.629 68.9768 -13 305245 1001 1 1
-55.5031 -24.2987 15050 -93.371 -40.3785 352.776 89.5605 -13 305251 1001 1 1
9.35159 151.905 15050 15.8865 125.605 372.686 65.0692 211 305313 1 0 1
-65.541 -12.325 15050 -113.014 -14.5613 372.867 75.8339 211 305336 1 0 1
58.5262 -16.9345 15050 66.985 -17.6803 356.277 53.2723 -13 305439 1001 1 1
-92.6003 -34.2818 15050 -112.038 -46.3966 326.179 80.6288 -13 305489 1001 1 1
53.1101 29.8406 15050 28.5608 22.1355 325.986 56.4197 -13 305567 1001 1 1
34.5661 -416.614 15050 32.9789 -319.302 155.954 64.7527 211 305612 1 0 1
40.3751 68.1771 15050 20.4286 48 391.244 68.3936 211 306193 1 0 1
5.00925 131.846 15050 0.274092 101.497 383.807 77.0529 211 306256 1 0 1
-25.7611 -26.6625 15050 -42.7892 -63.146 383.94 116.535 211 306444 1 0 1
-87.1123 -30.3053 15050 -74.2291 -31.5456 345.8 54.3262 -13 306569 1001 1 1
-228.079 73.9315 15050 -137.633 31.0162 182.408 78.0777 -13 306935 1001 1 1
1.86903 42.7022 15050 -8.82937 5.42375 394.389 84.2449 211 307111 1 0 1
-38.4432 0.0424139 15050 -20.0453 -24.514 266.613 257.973 -13 307189 1001 1 1
2.27465 2.62592 15050 -11.5646 -27.9852 393.263 65.4694 211 307223 1 0 1
-142.15 -80.1641 15050 -132.233 -84.9353 280.929 81.4705 -13 307497 1001 1 1
16.2288 0.858672 15050 17.3909 -5.85319 420.117 52.5386 -13 307605 1001 1 1
-46.1927 -45.0611 15050 -74.6982 -72.2208 379.672 72.7619 211 308341 1 0 1
-171.828 -51.7007 15050 -191.498 -58.1319 331.395 89.4673 211 308609 1 0 1
-133.17 100.167 15050 -133.035 95.4339 329.182 54.8699 -13 308743 1001 1 1
-78.6351 -33.543 15050 -98.139 -38.6126 298.003 119.209 -13 309057 1001 1 1
-85.1298 -8.93787 15050 -82.7217 -16.4188 248.048 72.6131 -13 309262 1001 1 1
42.0947 -1.66236 15050 0.313402 -1.01912 177.075 51.867 14 309692 1002 1 1
37.3444 80.5402 15050 30.4791 48.6456 205.139 55.1222 -13 309779 1001 1 1
10.1989 -0.0787362 15050 -15.1134 -17.6556 394.165 64.0426 -13 310089 1001 1 1
-161.361 181.331 15050 -143.456 155.193 306.78 63.7067 -13 310350 1001 1 1
7.7952 46.6826 15050 -0.0885741 18.0475 393.786 66.8918 211 311038 1 0 1
-151.393 190.145 15050 -130.833 174.132 319.066 59.0467 -13 311710 1001 1 1
-20.8513 -1.8447 15050 -25.3162 2.99307 222.238 72.6916 -13 311747 1001 1 1
-264.587 12.0019 15050 -155.736 7.69506 198.431 84.9374 -13 311758 1001 1 1
-147.11 -166.487 15050 -81.4179 -99.6648 140.625 115.139 2112 312195 1005 1 1
-13.1616 -31.4089 15050 -35.5596 -70.2368 387.193 69.9347 211 312563 1 0 1
-33.4297 134.145 15050 -24.9176 99.5413 317.528 68.9862 -13 313050 1001 1 1
-9.15511 12.3266 15050 -44.0427 8.10748 359.825 79.8885 -13 313253 1001 1 1
-227.569 -136.876 15050 -213.014 -128.053 299.032 118.662 211 313359 1 0 1
-97.47 -88.973 15050 -129.108 -116.03 354.677 223.538 -13 314032 1001 1 1
-285.503 -13.4612 15050 -257.767 -16.2384 296.505 68.6177 211 314058 1 0 1
-65.9229 44.1644 15050 -57.696 35.97 208.64 70.3119 -13 314350 1001 1 1
-53.6003 -38.1262 15050 -87.6744 -70.7135 378.184 67.832 211 314420 1 0 1
-2.45465 35.4881 15050 -27.9318 2.53879 353.948 151.56 -13 314823 1001 1 1
-32.2599 0.70008 15050 -23.5611 4.13159 377.557 52.5047 -13 315154 1001 1 1
-224.708 129.946 15050 -178.566 109.001 273.174 71.1295 -13 315220 1001 1 1
17.0395 23.3342 15050 3.38424 -2.52366 395.972 76.1121 211 316473 1 0 1
-113.485 -55.2224 15050 -144.357 -69.865 352.276 75.3572 211 316904 1 0 1
