10 banks
0	0	25.6454	1.18351	
0	1	25.0142	1.50266	
0	2	27.6915	1.2234	
0	3	26.5887	1.42287	
0	4	26.734	1.35638	
0	5	25.3121	1.18351	
0	6	23.7376	1.2633	
0	7	24.9255	1.32979	
0	8	25.6312	1.55585	
0	9	26.4574	1.11702	
0	10	25.8156	1.71543	
0	11	23.4397	1.58245	
0	12	26.3511	1.40957	
0	13	25.7766	1.48936	
0	14	25.4362	1.67553	
0	15	25.3546	1.31649	
0	16	24.5461	1.28989	
0	17	26.5922	1.32979	
0	18	25.9255	1.32979	
0	19	25.1631	1.34309	
0	20	25.9716	1.36968	
0	21	26.9255	1.32979	
0	22	27.2695	1.05053	
0	23	27.4362	1.67553	
0	24	27.078	1.07713	
0	25	26.3475	1.50266	
0	26	26.5461	1.28989	
0	27	27.9291	1.2367	
0	28	27.3936	1.54255	
0	29	28.5035	1.15691	
0	30	28.0142	1.50266	
0	31	26.5922	1.32979	
0	32	29.0142	1.50266	
0	33	30.1631	1.34309	
0	34	30.1596	1.43617	
0	35	28.4007	1.35638	
0	36	29.1631	1.34309	
0	37	29.1631	1.34309	
0	38	29.1631	1.34309	
0	39	28.1206	1.21011	
0	40	29.0745	1.17021	
0	41	29.7837	1.30319	
0	42	30.5922	1.32979	
0	43	31.3511	1.40957	
0	44	41.1454	1.80851	
0	45	29.5922	1.32979	
0	46	29.1667	1.25	
0	47	27.4007	1.35638	
0	48	28.5851	1.51596	
0	49	28.9716	1.36968	
0	50	31.0142	1.50266	
0	51	28.6348	1.46277	
0	52	29.7305	1.44947	
0	53	29.3972	1.44947	
0	54	28.8688	1.56915	
0	55	29.0603	1.54255	
0	56	30.5461	1.28989	
0	57	31.0567	1.63564	
0	58	30.1596	1.43617	
0	59	31.6206	1.83511	
0	60	30.7376	1.2633	
0	61	32.6986	1.03723	
0	62	30.2057	1.47606	
0	63	30.8262	1.43617	
0	64	21.5035	1.15691	
0	65	20.7766	1.48936	
0	66	22.9291	1.2367	
0	67	20.0957	1.8617	
0	68	21.9255	1.32979	
0	69	19.7305	1.44947	
0	70	20.8227	1.52926	
0	71	18.0603	1.54255	
0	72	20.4007	1.35638	
0	73	22.1631	1.34309	
0	74	22.2482	1.60904	
0	75	20.9752	1.2766	
0	76	21.5319	1.66223	
0	77	21.0106	1.59574	
0	78	20.8262	1.43617	
0	79	19.5461	1.28989	
0	80	19.8582	1.8484	
0	81	20.117	1.30319	
0	82	23.6312	1.55585	
0	83	21.6348	1.46277	
0	84	20.6667	1.875	
0	85	20.3511	1.40957	
0	86	25.2908	1.74202	
0	87	20.8652	1.66223	
0	88	21.3972	1.44947	
0	89	22.2482	1.60904	
0	90	20.2482	1.60904	
0	91	20.7801	1.39628	
0	92	20.5851	1.51596	
0	93	21.883	1.19681	
0	94	23.6348	1.46277	
0	95	22.3511	1.40957	
0	96	23.8156	1.71543	
0	97	22.8227	1.52926	
0	98	22.2021	1.56915	
0	99	19.6277	1.64894	
0	100	21.6489	1.09043	
0	101	22.4965	1.34309	
0	102	25.5426	1.38298	
0	103	20.3511	1.40957	
0	104	21.539	1.47606	
0	105	22.5	1.25	
0	106	21.5496	1.19681	
0	107	20.3546	1.31649	
0	108	21.3511	1.40957	
0	109	21.1596	1.43617	
0	110	23.3511	1.40957	
0	111	27.0461	1.91489	
0	112	23.4965	1.34309	
0	113	23.1596	1.43617	
