4 Boards
104 1 1 108.323 108.323 3.99451 8.09657 1 100 100 100 2
104 1 2 109.869 109.869 3.88242 8.98525 1 100 100 100 2
104 1 3 108.262 108.262 3.96778 9.04757 1 100 100 100 2
104 1 4 109.536 109.536 3.91091 7.88106 1 100 100 100 2
104 1 5 108.822 108.822 3.84222 9.02674 1 100 100 100 2
104 1 6 109.744 109.744 3.75308 9.40788 1 100 100 100 2
104 1 7 108.887 108.887 3.78876 8.51127 1 100 100 100 2
104 1 8 110.029 110.029 3.80742 8.89743 1 100 100 100 2
104 1 9 110.084 110.084 3.66009 8.96527 1 100 100 100 2
104 1 10 109.697 109.697 3.86522 8.74214 1 100 100 100 2
104 1 11 109.727 109.727 3.80573 8.85563 1 100 100 100 2
104 1 12 109.746 109.746 3.82619 9.4341 1 100 100 100 2
104 1 13 108.911 108.911 3.80685 8.52958 1 100 100 100 2
104 1 14 110.084 110.084 3.73761 9.40468 1 100 100 100 2
104 1 15 109.203 109.203 3.72665 8.6787 1 100 100 100 2
104 1 16 109.148 109.148 3.70326 8.454 1 100 100 100 2
104 1 17 91.7825 91.7825 3.76021 11.6664 1 100 100 100 2
104 1 18 92.6281 92.6281 3.70313 8.97138 1 100 100 100 2
104 1 19 91.4216 91.4216 3.89027 8.86929 1 100 100 100 2
104 1 20 90.3158 90.3158 3.89761 8.43579 1 100 100 100 2
104 1 21 91.2791 91.2791 3.74028 9.28707 1 100 100 100 2
104 1 22 90.9373 90.9373 3.77769 9.38698 1 100 100 100 2
104 1 23 90.913 90.913 3.80731 9.02179 1 100 100 100 2
104 1 24 91.0726 91.0726 4.08896 8.93915 1 100 100 100 2
104 1 25 91.5923 91.5923 3.69162 8.65773 1 100 100 100 2
104 1 26 90.6248 90.6248 4.16391 8.18655 1 100 100 100 2
104 1 27 91.3156 91.3156 4.10687 8.56764 1 100 100 100 2
104 1 28 91.4548 91.4548 4.25379 8.73881 1 100 100 100 2
104 1 29 89.7678 89.7678 4.12094 9.04166 1 100 100 100 2
104 1 30 91.1351 91.1351 4.07726 8.76902 1 100 100 100 2
104 1 31 88.5014 88.5014 4.07608 10.4373 1 100 100 100 2
104 1 32 90.3777 90.3777 4.14213 9.31591 1 100 100 100 2
104 1 33 94.9897 94.9897 3.97536 8.48131 1 100 100 100 2
104 1 34 95.8166 95.8166 3.96848 10.1573 1 100 100 100 2
104 1 35 94.8449 94.8449 4.02104 9.78703 1 100 100 100 2
104 1 36 96.6126 96.6126 4.0761 8.77654 1 100 100 100 2
104 1 37 94.6893 94.6893 3.82402 9.83976 1 100 100 100 2
104 1 38 95.0708 95.0708 3.87847 9.72722 1 100 100 100 2
104 1 39 96.2965 96.2965 3.87833 8.70127 1 100 100 100 2
104 1 40 95.5777 95.5777 3.83372 8.65704 1 100 100 100 2
104 1 41 95.3832 95.3832 3.89396 8.45915 1 100 100 100 2
104 1 42 94.4394 94.4394 3.91967 8.9993 1 100 100 100 2
104 1 43 94.9345 94.9345 3.85634 8.59504 1 100 100 100 2
104 1 44 95.1914 95.1914 3.94687 8.28486 1 100 100 100 2
104 1 45 95.0588 95.0588 3.83164 8.58155 1 100 100 100 2
104 1 46 95.7818 95.7818 3.86168 8.69205 1 100 100 100 2
104 1 47 95.4666 95.4666 3.82413 9.77698 1 100 100 100 2
104 1 48 96.0726 96.0726 3.73772 8.24205 1 100 100 100 2
104 1 49 109.865 109.865 3.74941 9.40244 1 100 100 100 2
104 1 50 111.503 111.503 3.78282 8.68811 1 100 100 100 2
104 1 51 110.234 110.234 3.79688 10.0858 1 100 100 100 2
104 1 52 111.078 111.078 3.72781 8.97401 1 100 100 100 2
104 1 53 108.926 108.926 3.65997 9.41659 1 100 100 100 2
104 1 54 110.523 110.523 3.68149 8.76282 1 100 100 100 2
104 1 55 110.754 110.754 3.68812 8.78931 1 100 100 100 2
104 1 56 109.085 109.085 3.69648 9.25751 1 100 100 100 2
104 1 57 111.505 111.505 3.99173 9.42629 1 100 100 100 2
104 1 58 110.452 110.452 3.96753 9.75342 1 100 100 100 2
104 1 59 109.064 109.064 3.92749 8.30013 1 100 100 100 2
104 1 60 109.507 109.507 3.94698 8.40796 1 100 100 100 2
104 1 61 110.833 110.833 3.91408 9.65043 1 100 100 100 2
104 1 62 109.173 109.173 3.88239 8.28447 1 100 100 100 2
104 1 63 108.463 108.463 3.9156 8.29801 1 100 100 100 2
104 1 64 109.029 109.029 4.23104 8.00337 1 100 100 100 2
104 2 1 101.749 101.749 3.95916 9.12929 1 100 100 100 2
104 2 2 104.645 104.645 3.86934 9.12895 1 100 100 100 2
104 2 3 101.978 101.978 3.89293 8.88474 1 100 100 100 2
104 2 4 102.466 102.466 3.88716 10.618 1 100 100 100 2
104 2 5 102.708 102.708 4.02521 8.8275 1 100 100 100 2
104 2 6 102.235 102.235 3.9165 9.61644 1 100 100 100 2
104 2 7 100.644 100.644 4.01662 9.09891 1 100 100 100 2
104 2 8 102.076 102.076 3.78818 10.0992 1 100 100 100 2
104 2 9 103.564 103.564 3.88763 10.0715 1 100 100 100 2
104 2 10 102.853 102.853 3.93031 10.341 1 100 100 100 2
104 2 11 103.121 103.121 3.85459 9.3541 1 100 100 100 2
104 2 12 102.736 102.736 3.91269 9.4687 1 100 100 100 2
104 2 13 101.892 101.892 3.92588 9.31671 1 100 100 100 2
